"shipment_facility_current_name","shipment_facility_nexthop_name","shipment_service_tier","shipment_tms_cutoff","tracking_id_merchant","tracking_id_ekart","bag_facility_source_name","shipment_facility_source_name","fact_updated_at","shipment_cpd"
"MotherHub_YKB","MotherHub_JJH","ECONOMY","09:00:00","G-72998136088258662","FMPC3258668994","Jhilmil_DEL_PL","MotherHub_YKB","2023-11-23T06:07:46.000+05:30","2023-11-30T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","F-70060537260066904","FMPC3259543385","ChanakyapuriHub_DEL_PL","MotherHub_YKB","2023-11-23T12:34:24.000+05:30","2023-11-30T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_NAG_BTS","ECONOMY","00:00:00","D-72909372070011868","FMPC3258303075","SonepatHub_SOP_PL","MotherHub_YKB","2023-11-23T13:40:50.000+05:30","2023-11-29T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_NAG_BTS","ECONOMY","00:00:00","D-36895499275068926","FMPC3258878436","PanipatHub_PPT_PL","MotherHub_YKB","2023-11-23T13:09:43.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","LoadshareAndalSplitODH_DGP","ECONOMY","03:00:00","C-74920720444240322","FMPP2019617133","DasnaHub_DEL_PL","MotherHub_YKB","2023-11-23T04:20:56.000+05:30","2023-11-26T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","C-13180061357770398","FMPC3258525616","ChanakyapuriHub_DEL_PL","MotherHub_YKB","2023-11-23T09:54:58.000+05:30","2023-12-02T02:59:59.000+05:30"
"MotherHub_YKB","VxpressGovindpurODH_DBD","ECONOMY","03:00:00","B-71282230258453248","FMPC3258645869","Alipur_DEL_PL","MotherHub_YKB","2023-11-23T07:42:01.000+05:30","2023-11-27T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","D-69911272546756030","FMPC3258786564","IPextension_DEL_PL","MotherHub_YKB","2023-11-23T08:03:59.000+05:30","2023-12-01T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_HJR","ECONOMY","19:00:00","C-69953730189269862","FMPC3257060949","MeerutHub_PL","MotherHub_YKB","2023-11-23T12:28:06.000+05:30","2023-11-29T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","C-72985677946108398","FMPC3258953639","BurariHub_DEL_PL","MotherHub_YKB","2023-11-23T09:00:26.000+05:30","2023-11-30T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_NAG_BTS","ECONOMY","00:00:00","E-71199727462159783","FMPC3258900756","SangamviharHub_DEL_PL","MotherHub_YKB","2023-11-23T12:27:17.000+05:30","2023-11-27T02:59:59.000+05:30"
"MotherHub_YKB","VxpressAsansolSplitODH_ASN","ECONOMY","03:00:00","SLP4112362003","SDLC1026233113","Firozabad_FZD_PL","MotherHub_YKB","2023-11-23T12:36:03.000+05:30","2023-12-01T21:22:00.000+05:30"
