"id","time1","cv","bag_seal_id","cage_id"
"379","2023-11-20 19:15:11.660380","CV 5","ERACRAC-267215-1686","43"
"380","2023-11-20 19:15:12.649030","CV 5","EGAUSIM-660945023","13"
"381","2023-11-20 19:15:19.905457","CV 5","EBHUCUT-3591399-1304","23"
"382","2023-11-20 19:15:34.689803","CV 5","EROAROA-660784649","13"
"383","2023-11-20 19:15:36.446904","CV 5","EKOLHRN-2720670-1530","24"
"384","2023-11-20 19:15:46.236960","CV 5","ERDPCMB-480750","45"
"385","2023-11-20 19:15:54.723680","CV 5","SLC41349741-23","13"
"386","2023-11-20 19:15:55.297604","CV 5","ECCUDDM-1732125","24"
"387","2023-11-20 19:16:06.387480","CV 5","EBBINER-464603","23"
"388","2023-11-20 19:16:13.649270","CV 1","EAKDAKD-660880025","12"
"389","2023-11-20 19:16:14.870089","CV 5","EDELIXR-660907956","22"
"390","2023-11-20 19:16:22.849393","CV 1","EKRPKRP-660860792","16"
"391","2023-11-20 19:16:26.428224","CV 5","ECCUCDH-509791","24"
"392","2023-11-20 19:16:30.179612","CV 1","EBHOPCH-1690312","14"
"393","2023-11-20 19:16:31.321642","CV 5","EKOJKOJ-660853766","17"
"394","2023-11-20 19:16:32.365874","CV 5","EBDQAKT-660896107","21"
"395","2023-11-20 19:16:40.537505","CV 5","ECCUULB-5968429-1524","25"
"396","2023-11-20 19:16:50.076047","CV 5","EKOLKYI-660911074","24"
"397","2023-11-20 19:17:01.506510","CV 5","EPATBPA-1641729","46"
"398","2023-11-20 19:17:02.916158","CV 1","EWRDWRD-660850806","12"
"399","2023-11-20 19:17:03.313528","CV 5","EBIHGOG-660859719","19"
"400","2023-11-20 19:17:09.735634","CV 5","ECCUBRG-1556836","24"
"401","2023-11-20 19:17:16.803966","CV 1","EYTMYTM-660847797","12"
"402","2023-11-20 19:17:19.739864","CV 5","EIXRGRA-660780638","25"
"403","2023-11-20 19:17:31.929045","CV 1","EINDIDO-2004041-1334","14"
"404","2023-11-20 19:17:33.710179","CV 5","ECCUSDH-1456710","24"
"405","2023-11-20 19:17:34.901171","CV 5","EKHAKHA-660803757","14"
"406","2023-11-20 19:17:39.550458","CV 1","EJRHJRH-660932128","42"
"407","2023-11-20 19:17:42.179359","CV 5","EBOMSTZ-660846877","15"
"408","2023-11-20 19:17:44.504484","CV 5","EBHUCUT-3595532-1302","23"
"409","2023-11-20 19:17:48.804930","CV 1","ENLPNLP-660878975","13"
"410","2023-11-20 19:17:51.980139","CV 5","ELKALKA-660806772","42"
"411","2023-11-20 19:17:57.770769","CV 5","EKOLHRN-2715370-1528","24"
"412","2023-11-20 19:18:02.186092","CV 5","EDELRJN-660889042","14"
"413","2023-11-20 19:18:07.118534","CV 5","EPCDPCD-660810704","44"
"414","2023-11-20 19:18:13.879464","CV 5","EKOLBGN-660894928","24"
"415","2023-11-20 19:18:27.012216","CV 1","EVNEVNE-660819664","42"
"416","2023-11-20 19:18:27.187617","CV 5","EBHOMPN-1419870","14"
"417","2023-11-20 19:18:28.001128","CV 5","ERDPMBB-1543915","45"
"418","2023-11-20 19:18:39.328343","CV 5","EBOMDHL-660865791","15"
"419","2023-11-20 19:18:40.657386","CV 1","EPATMCT-1716159","17"
"420","2023-11-20 19:18:43.086985","CV 5","ECCUTOP-1681024","24"
"421","2023-11-20 19:18:47.006079","CV 5","EBAGSIL-2544989-1443","17"
"422","2023-11-20 19:18:49.236867","CV 5","ECCUKXZ-294654","25"
"423","2023-11-20 19:18:57.728104","CV 5","EIXRBPT-1305497","13"
"424","2023-11-20 19:19:03.801413","CV 5","EAMDVPI-660895906","15"
"425","2023-11-20 19:19:10.906332","CV 5","ERACRAC-264850-1686","43"
"426","2023-11-20 19:19:12.212161","CV 5","EYTMYTM-660848802","12"
"427","2023-11-20 19:19:12.714744","CV 1","EPATANH-1442728"," 18"
"428","2023-11-20 19:19:19.532793","CV 5","ERDPDEB-660871811","45"
"429","2023-11-20 19:19:26.738338","CV 5","ECCUBLG-660823805","24"
"430","2023-11-20 19:19:28.304581","CV 5","EBOMVRR-660896134","15"
"431","2023-11-20 19:19:35.823503","CV 5","EIXRJKD-2664400-1339","22"
"432","2023-11-20 19:19:36.794536","CV 1","EBIHPRN-660907141","17"
"433","2023-11-20 19:19:36.855178","CV 5","EBOMKLY-1442800","15"
"434","2023-11-20 19:19:43.900142","CV 5","EIXRKOK-1732137","22"
"435","2023-11-20 19:19:46.068843","CV 5","EBOMDBV-660921084","15"
"436","2023-11-20 19:19:50.328321","CV 5","EDELGRD-660840879","22"
"437","2023-11-20 19:19:58.479495","CV 5","EKQRKQR-660816939","22"
"439","2023-11-20 19:20:10.522287","CV 5","EGAUBEL-1372469","13"
"440","2023-11-20 19:20:11.529093","CV 5","EKOLBEH-660941095","25"
"441","2023-11-20 19:20:19.211951","CV 5","EUNAUNA-660842746","21"
"442","2023-11-20 19:20:25.409518","CV 5","EIXRJKD-2662372-1340","22"
"443","2023-11-20 19:20:31.145493","CV 5","EIDRSTK-1687213","14"
"444","2023-11-20 19:20:32.185149","CV 1","EPNQSTP-660896126","16"
"445","2023-11-20 19:20:37.241269","CV 5","EAMDPLN-660872907","21"
"446","2023-11-20 19:20:42.964429","CV 1","EBOMGHL-660874818","15"
"447","2023-11-20 19:20:51.009747","CV 5","EPATHJR-759689-1319","27"
"448","2023-11-20 19:20:54.039600","CV 1","16",
"449","2023-11-20 19:20:58.791035","CV 5","EFBGFBG-660865839","27"
"450","2023-11-20 19:21:10.582752","CV 5","EBIHDBG-660933106","46"
"451","2023-11-20 19:21:19.538670","CV 5","ECCUKDH-1540771","24"
"452","2023-11-20 19:21:22.281748","CV 1","EPDRMDH-407393","16"
"453","2023-11-20 19:21:29.833887","CV 1","EDELBVM-1791823","38"
"454","2023-11-20 19:21:30.536569","CV 5","ECCUASN-660903902","28"
"455","2023-11-20 19:21:50.780651","CV 5","ERAJKLW-660890164","26"
"456","2023-11-20 19:21:58.243601","CV 5","EBIHJHD-660851783","43"
"457","2023-11-20 19:22:04.119110","CV 5","EKPGKPG-660851792","16"
"458","2023-11-20 19:22:18.893322","CV 5","EBBIPNK-1426683","23"
"459","2023-11-20 19:22:27.316128","CV 5","EPATLLG-1631816","19"
"460","2023-11-20 19:22:39.441913","CV 5","EBHUCUT-3597524-1301","23"
"461","2023-11-20 19:22:54.012972","CV 5","ECCUULB-5967570-1525","25"
"462","2023-11-20 19:23:02.361275","CV 5","ECCUULB-5966618-1525","25"
"463","2023-11-20 19:23:09.286793","CV 5","EPATBTS-4841769-1364","19"
"464","2023-11-20 19:23:16.673640","CV 5","EBBICDS-1746241","23"
"465","2023-11-20 19:23:24.372844","CV 5","ERACRAC-261907-1687","43"
"466","2023-11-20 19:23:30.699665","CV 5","EIXBMGM-1490723","17"
"467","2023-11-20 19:23:35.852537","CV 5","EPATBTS-4840126-1364","19"
"468","2023-11-20 19:23:43.581464","CV 5","EPATBTS-4839125-1365","19"
"469","2023-11-20 19:23:51.396468","CV 5","EPATBTS-4838207-1363","19"
"470","2023-11-20 19:23:56.080322","CV 5","ECCUGGT-660865597","17"
"471","2023-11-20 19:24:01.507109","CV 5","EKNJKNJ-660885827","24"
"472","2023-11-20 19:24:11.342715","CV 5","ECCURGT-660895979","24"
"473","2023-11-20 19:24:22.764053","CV 5","ECCUKYN-1539817","24"
"474","2023-11-20 19:24:24.379240","CV 5","EGAUGLG-660857977","42"
"475","2023-11-20 19:24:24.454782","CV 1","EPATBTS-4838205-1363","18"
"476","2023-11-20 19:24:30.348512","CV 1","EBLGBLG-660860825","16"
"477","2023-11-20 19:24:32.043498","CV 5","EPATBTS-4841773-1363","19"
"478","2023-11-20 19:24:40.667551","CV 1","EGAUMLG-660901893","13"
"479","2023-11-20 19:24:42.727745","CV 5","ECHCCHC-660856918","44"
"480","2023-11-20 19:24:51.021827","CV 5","ELDABLT-660853845","44"
"481","2023-11-20 19:24:54.185009","CV 1","EMUMSAI4-3702227-983","15"
"482","2023-11-20 19:25:03.239672","CV 5","ERAJGDN-660820702","26"
"483","2023-11-20 19:25:24.934574","CV 5","EKOLHRN-2719684-1530","26"
"484","2023-11-20 19:25:36.172924","CV 5","EKNDKND-660862721","45"
"485","2023-11-20 19:25:42.770509","CV 1","ESHLSNG-1628945","13"
"486","2023-11-20 19:25:54.135804","CV 5","ECCUCNP-660940122","24"
"487","2023-11-20 19:26:05.785434","CV 5","ERDPMDS-1451857","45"
"488","2023-11-20 19:26:15.616750","CV 5","EBHUCUT-3595535-1302","23"
"489","2023-11-20 19:26:27.332222","CV 5","ECCUPTI-1445654","25"
"490","2023-11-20 19:26:39.811636","CV 5","ESEOSEO-660798721","12"
"491","2023-11-20 19:26:40.598504","CV 5","EKOLHRN-2715371-1530","24"
"492","2023-11-20 19:26:56.508167","CV 5","ESHCSHC-660881890","46"
"493","2023-11-20 19:27:05.573432","CV 5","EHMTHMT-660836737","21"
"494","2023-11-20 19:27:17.762469","CV 5","EBLGBLG-660864877","18"
"495","2023-11-20 19:27:18.494721","CV 5","EAMDQGR-660900179","26"
"496","2023-11-20 19:27:27.942631","CV 5","ECCUASN-660899907","28"
"497","2023-11-20 19:27:34.819285","CV 5","EBBIBBM-474576","23"
"498","2023-11-20 19:27:42.858513","CV 5","EBRHBRH-660843761","19"
"499","2023-11-20 19:27:44.736357","CV 1","EGOPGOG-1625753","16"
"500","2023-11-20 19:27:45.818088","CV 5","ERAJMRB-660836726","26"
"501","2023-11-20 19:27:51.742519","CV 1","EGAUBJF-1288404","16"
"502","2023-11-20 19:28:07.573733","CV 5","EPATBTS-4841768-1365","19"
"503","2023-11-20 19:28:13.908431","CV 5","EDELDLX-1247731-1560","41"
"504","2023-11-20 19:28:14.636544","CV 1","ERDPRPR-1448855","18"
"505","2023-11-20 19:28:22.607374","CV 5","EGURJJH-2841463-1558","37"
"506","2023-11-20 19:28:35.718844","CV 5","EPATBTS-4841762-1365","19"
"507","2023-11-20 19:28:39.705507","CV 1","EBHOKLR-1717067","14"
"508","2023-11-20 19:28:46.881006","CV 5","EGURJJH-2844906-1558","37"
"509","2023-11-20 19:28:47.784876","CV 1","ETEZNGO-1502653","13"
"510","2023-11-20 19:28:50.670855","CV 5","EJRHMAJ-1158229","42"
"511","2023-11-20 19:28:55.300675","CV 5","EBDQGHR-660815700","21"
"513","2023-11-20 19:29:05.154885","CV 5","ECCUULB-5971304-1527","25"
"515","2023-11-20 19:29:13.149021","CV 5","EKOLPOT-660900016","25"
"516","2023-11-20 19:29:21.649602","CV 1","EPNQPBR-660894079","16"
"517","2023-11-20 19:29:22.698144","CV 5","ECCUBWP-659945811","25"
"518","2023-11-20 19:29:28.853140","CV 5","EAMDGDM-660880864","21"
"519","2023-11-20 19:29:30.279677","CV 1","EBOMJOG-660870881","16"
"520","2023-11-20 19:29:37.339491","CV 5","EPATBTS-4839120-1365","19"
"521","2023-11-20 19:29:42.712687","CV 1","EBRHBRH-660846737","15"
"522","2023-11-20 19:29:51.621196","CV 5","ECCUHAH-1440653","25"
"523","2023-11-20 19:29:57.220308","CV 1","EGAMGAM-660850751","17"
"524","2023-11-20 19:30:02.261808","CV 5","EBBINYG-660849779","23"
"525","2023-11-20 19:30:10.221191","CV 5","EAMDQGR-660900180","26"
"527","2023-11-20 19:30:21.741577","CV 5","EJAIBBI-1453925","23"
"528","2023-11-20 19:30:31.099787","CV 5","EPATBTS-4835384-1365","19"
"529","2023-11-20 19:30:40.517318","CV 5","ECCUNIM-1546777","24"
"530","2023-11-20 19:30:44.068895","CV 1","EPNQHDP-660879014","16"
"531","2023-11-20 19:30:54.370872","CV 1","EIXSPLP-1237284","13"
"532","2023-11-20 19:30:54.426043","CV 5","EBHUCUT-3597530-1304","23"
"533","2023-11-20 19:31:01.663415","CV 1","EBBISBL-1622927","18"
"534","2023-11-20 19:31:05.668985","CV 5","EBBIBLW-1514680","25"
"535","2023-11-20 19:31:12.255280","CV 5","EPATBTS-4840900-1365","19"
"536","2023-11-20 19:31:28.884893","CV 5","ECCUNTO-1737072","24"
"538","2023-11-20 19:31:42.431687","CV 1","EGAUPLS-1304968-1367","42"
"539","2023-11-20 19:31:49.597573","CV 1","EPNQSJN-660837724","16"
"540","2023-11-20 19:31:51.139356","CV 5","ECCUDDG-1681225","29"
"541","2023-11-20 19:31:58.006131","CV 1","ECDPCDP-660888007","12"
"542","2023-11-20 19:32:00.926534","CV 5","EAHDABD-2637106-1279","21"
"543","2023-11-20 19:32:08.448482","CV 5","ERDPKND-1413545","45"
"544","2023-11-20 19:32:11.377632","CV 1","EITGITO-660849682","42"
"545","2023-11-20 19:32:18.689368","CV 5","ECCUSKA-660895870","25"
"546","2023-11-20 19:32:27.011506","CV 1","ERAICHG-2447843-1289","18"
"547","2023-11-20 19:32:27.580332","CV 5","EBDQAJW-1413658","21"
"548","2023-11-20 19:32:36.709661","CV 5","EPATBTS-4837354-1365","19"
"549","2023-11-20 19:32:38.106767","CV 1","EKTNKTN-660863013","12"
"550","2023-11-20 19:32:51.860680","CV 1","EDELSGR-660854886","12"
"551","2023-11-20 19:32:58.637030","CV 5","EBBICSP-660929092","23"
"552","2023-11-20 19:33:00.919197","CV 1","EDELBIA-660907174","16"
"553","2023-11-20 19:33:07.864841","CV 1","ENAGTMN-660903100","12"
"554","2023-11-20 19:33:13.021389","CV 5","ECCUULB-5965687-1527","25"
"555","2023-11-20 19:33:20.756693","CV 1","ECCUIPR-660872824","17"
"556","2023-11-20 19:33:23.519966","CV 5","ECCUULB-5969476-1527","25"
"557","2023-11-20 19:33:26.360553","CV 1","EARRARR-660868876","17"
"558","2023-11-20 19:33:34.024695","CV 5","ERDPBMG-660833702","29"
"561","2023-11-20 19:33:46.296807","CV 5","EPATBTS-4841761-1365","19"
"562","2023-11-20 19:33:56.838521","CV 5","EAMDMHN-660871016","21"
"563","2023-11-20 19:34:04.264258","CV 1","EBRGBRG-660862858","18"
"564","2023-11-20 19:34:08.125678","CV 5","EAMDIXK-660741852","EAMDIXK-660741852"
"565","2023-11-20 19:34:10.797100","CV 1","EPATJNR-1483673","47"
"566","2023-11-20 19:34:18.299407","CV 1","EGAUBPT-1465647","13"
"568","2023-11-20 19:34:30.775475","CV 5","EPATBTS-4840128-1365","19"
"569","2023-11-20 19:34:36.546156","CV 1","ESTVSOS-1552996","20"
"570","2023-11-20 19:34:41.933260","CV 5","EBBICTK-660940048","23"
"571","2023-11-20 19:34:48.207039","CV 5","ECCUDDH-660875841","25"
"572","2023-11-20 19:34:51.558385","CV 1","ENAGBTS-2477115-1361","12"
"573","2023-11-20 19:34:56.684606","CV 5","EKOLHRN-2713558-1528","24"
"574","2023-11-20 19:34:59.934082","CV 1","EAHNAHN-660894849","16"
"575","2023-11-20 19:35:17.946181","CV 5","EDELDLX-1252637-1560","41"
"576","2023-11-20 19:35:18.764759","CV 1","EJLRJGR-1441583","16"
"577","2023-11-20 19:35:25.025557","CV 1","EPATMML-1646761","19"
"578","2023-11-20 19:35:25.385486","CV 5","EMRRMRR-660822622","24"
"580","2023-11-20 19:35:38.950694","CV 5","EBHUCUT-3592417-1303","23"
"581","2023-11-20 19:35:49.356598","CV 5","EGURJJH-2844921-1558","37"
"582","2023-11-20 19:35:50.275150","CV 1","ETEZHGT-1159157","42"
"583","2023-11-20 19:35:57.435427","CV 5","EPATBTS-4836382-1365","19"
"584","2023-11-20 19:35:58.865003","CV 1","EPCHPCH-660721437","16"
"585","2023-11-20 19:36:06.330032","CV 1","EDGNDGN-660809696","42"
"586","2023-11-20 19:36:08.371452","CV 5","EGURJJH-2844161-1558","37"
"587","2023-11-20 19:36:13.427564","CV 1","EGAUSWN-1357467","19"
"588","2023-11-20 19:36:19.109982","CV 5","EPATBTS-4836388-1365","19"
"589","2023-11-20 19:36:36.240314","CV 5","ERDPADL-1539906","28"
"590","2023-11-20 19:36:45.517729","CV 5","EAMDGSR-1567043","21"
"591","2023-11-20 19:37:07.549225","CV 5","EAHDABD-2641811-1279","21"
"592","2023-11-20 19:37:18.456615","CV 5","EPATSMP-1694946","27"
"593","2023-11-20 19:37:32.422278","CV 5","EIXRAMR-1592839","18"
"594","2023-11-20 19:37:39.817193","CV 5","ECCUSDP-660907972","24"
"595","2023-11-20 19:37:56.948341","CV 5","ERDPOBD-479885","28"
"596","2023-11-20 19:38:09.288996","CV 5","EAMBAMB-660887853","25"
"597","2023-11-20 19:38:13.267095","CV 5","EPNQNIM-660889041","16"
"598","2023-11-20 19:38:18.464894","CV 5","ECCUNDN-1544819","25"
"599","2023-11-20 19:38:25.325957","CV 5","EBLPRGH-660890011","18"
"600","2023-11-20 19:38:26.642793","CV 5","ERDPLDA-1527790","44"
"601","2023-11-20 19:38:34.834667","CV 5","ECCUBDM-660893963","29"
"602","2023-11-20 19:38:38.108303","CV 5","EJRHMKK-1418525","42"
"603","2023-11-20 19:38:43.041384","CV 5","EBDQAKT-660897107","21"
"604","2023-11-20 19:38:46.804324","CV 5","EGAUTNG-1348505","13"
"605","2023-11-20 19:38:47.209545","CV 1","EGAUULU-660904024","13"
"606","2023-11-20 19:38:53.270147","CV 1","EDONDON-660790624","12"
"607","2023-11-20 19:38:54.305417","CV 5","EVRVVRV-660834765","26"
"608","2023-11-20 19:38:56.688155","CV 5","EJGRJGR-660512500","18"
"609","2023-11-20 19:39:07.118227","CV 5","EBBIRJD-1291337","17"
"610","2023-11-20 19:39:14.083110","CV 5","ECCUSTP-660847805","24"
"611","2023-11-20 19:39:16.332431","CV 5","EBOMKDV-660883931","15"
"612","2023-11-20 19:39:26.161960","CV 5","EMUMSAI4-3702238-1375","15"
"613","2023-11-20 19:39:26.958634","CV 5","ESHKSHK-660827768","23"
"614","2023-11-20 19:39:41.327927","CV 5","SLC40462058-23","18"
"615","2023-11-20 19:39:48.169280","CV 5","EITGITO-660843708","42"
"616","2023-11-20 19:39:57.528662","CV 5","EBOMMIR-660895091","15"
"617","2023-11-20 19:40:00.253385","CV 5","EBHUCUT-3595539-1301","23"
"618","2023-11-20 19:40:13.532820","CV 5","ERDBDML-660883855","45"
"619","2023-11-20 19:40:23.900815","CV 5","ECCUSAH-1394483","25"
"620","2023-11-20 19:40:31.722431","CV 5","EIXRBMH-429600","22"
"621","2023-11-20 19:40:31.775062","CV 5","EBOMBSW-660855809","14"
"622","2023-11-20 19:40:31.910993","CV 1","EINDIDO-2003064-1334","14"
"623","2023-11-20 19:40:42.115116","CV 5","EGOPMGJ-1677904","19"
"624","2023-11-20 19:40:43.656991","CV 5","EAHDABD-2639979-1278","21"
"625","2023-11-20 19:40:49.601407","CV 5","EDELIDR-660900151","14"
"626","2023-11-20 19:40:53.850083","CV 5","ECCUSSP-660836762","25"
"627","2023-11-20 19:40:57.466819","CV 5","EDIBDBG-1447940","42"
"628","2023-11-20 19:41:04.045573","CV 5","EBIHMBI-660896021","46"
"629","2023-11-20 19:41:07.013094","CV 5","EDELPAB-660916189","18"
"630","2023-11-20 19:41:13.456324","CV 5","EKOLHRN-2718684-1528","24"
"631","2023-11-20 19:41:14.920779","CV 5","EBOMTHN-660866911","15"
"632","2023-11-20 19:41:21.783206","CV 5","EBBIPAK-1589868","23"
"633","2023-11-20 19:41:23.670686","CV 5","EDELRDG-660789703","18"
"634","2023-11-20 19:41:32.728699","CV 5","ERPRMOW-660860807","18"
"635","2023-11-20 19:41:39.123060","CV 5","EPATDBG-1518699","46"
"636","2023-11-20 19:41:39.186258","CV 1","EIXBCOB-1454633","16"
"637","2023-11-20 19:41:42.845322","CV 5","ESTVSOS-1551011","20"
"638","2023-11-20 19:41:48.481985","CV 1","EJRHMAJ-1153226","42"
"639","2023-11-20 19:41:48.707422","CV 5","ELKPLKP-1393589","25"
"640","2023-11-20 19:41:55.238184","CV 5","EGAUNLB-1413756","13"
"641","2023-11-20 19:42:00.047581","CV 5","ECCUBKL-491696","25"
"642","2023-11-20 19:42:05.784849","CV 5","EAHNAHN-660894850","16"
"643","2023-11-20 19:42:08.877473","CV 5","ECCUMGR-1548840","25"
"644","2023-11-20 19:42:12.741456","CV 1","EPATSRN-1460576","19"
"645","2023-11-20 19:42:14.192617","CV 5","EGAMGAM-660847816","17"
"646","2023-11-20 19:42:17.415338","CV 5","ECCUGNG-497591","25"
"647","2023-11-20 19:42:21.928675","CV 1","EIDRMAN-1567800","14"
"648","2023-11-20 19:42:29.456250","CV 5","ERACRAC-261089-1686","43"
"649","2023-11-20 19:42:32.152655","CV 5","EPNQWAG-660879777","16"
"650","2023-11-20 19:42:38.390825","CV 5","EIXRDGH-660856152","22"
"651","2023-11-20 19:42:40.832378","CV 5","ECCUADP-660842789","17"
"652","2023-11-20 19:42:49.262061","CV 5","EHJIHJI-660813724","42"
"653","2023-11-20 19:42:50.696376","CV 5","ECCUPRL-660862871","28"
"654","2023-11-20 19:42:57.980886","CV 5","EKOLGAR-660988209","25"
"655","2023-11-20 19:43:07.674290","CV 5","EMUMSAI4-3697541-1378","15"
"656","2023-11-20 19:43:11.321686","CV 5","EBBIBBN-660820634","43"
"657","2023-11-20 19:43:17.059601","CV 5","EPATPNP-1141587","19"
"658","2023-11-20 19:43:20.281741","CV 5","EPATMDH-1611714","46"
"659","2023-11-20 19:43:27.209168","CV 5","ESTVNVS-660890020","15"
"660","2023-11-20 19:43:35.520280","CV 5","EGAUMZA-1485708","13"
"661","2023-11-20 19:43:35.720281","CV 5","ECCUNTS-1512677","24"
"662","2023-11-20 19:43:43.832902","CV 5","EMUMKYN-660900895","15"
"663","2023-11-20 19:43:46.325478","CV 5","ELDARGJ-660893921","44"
"664","2023-11-20 19:43:50.418248","CV 5","EBRNBRN-660787574","14"
"665","2023-11-20 19:43:56.693729","CV 5","EIXRBKO-1482671","22"
"666","2023-11-20 19:43:57.529013","CV 1","ENAGPOD-235326","12"
"667","2023-11-20 19:43:59.001204","CV 5","EBIHBGP-660936123","17"
"668","2023-11-20 19:44:09.184844","CV 5","EIXRMDR-1472568","43"
"669","2023-11-20 19:44:10.605951","CV 5","EJRHJRH-660933139","42"
"670","2023-11-20 19:44:16.615942","CV 1","EGAUPBL-660848886","13"
"671","2023-11-20 19:44:17.524508","CV 5","ERDPDBD-1494707","22"
"672","2023-11-20 19:44:19.474633","CV 5","EAMDVSD-660871935","15"
"673","2023-11-20 19:44:26.098316","CV 1","EMGIMGI-660836853","13"
"674","2023-11-20 19:44:28.222691","CV 5","EPNQPMP-660878837","16"
"675","2023-11-20 19:44:35.779046","CV 5","ERAJLLP-660846724","26"
"676","2023-11-20 19:44:36.797982","CV 1","EBIHMTI-660904154","18"
"677","2023-11-20 19:44:42.297846","CV 1","EIXBUHJ-539768","17"
"678","2023-11-20 19:44:48.781303","CV 1","EBOMKDV-660883930","15"
"679","2023-11-20 19:44:54.714918","CV 1","EROAROA-660786614","13"
"680","2023-11-20 19:44:57.232312","CV 5","EBHOPCH-1683281","14"
"681","2023-11-20 19:45:00.514323","CV 1","EMGIMGI-660837868","13"
"682","2023-11-20 19:45:07.183347","CV 5","EPNQTGN-660894933","16"
"683","2023-11-20 19:45:11.679199","CV 1","EDELKNN-660895283","14"
"684","2023-11-20 19:45:13.061476","CV 5","ERACRAC-264851-1686","43"
"685","2023-11-20 19:45:17.899225","CV 5","EPATZMP-532805","19"
"686","2023-11-20 19:45:18.910154","CV 1","EGAUGOM-1536565","41"
"687","2023-11-20 19:45:24.931025","CV 5","EPATBTS-4841777-1365","19"
"688","2023-11-20 19:45:25.991880","CV 5","EBOMIXU-660910108","16"
"689","2023-11-20 19:45:28.835446","CV 1","ESNISNI-660831691","42"
"690","2023-11-20 19:45:30.494314","CV 5","EBHUCUT-3594604-1304","23"
"691","2023-11-20 19:45:38.227925","CV 1","EBHOMPN-1423909","14"
"692","2023-11-20 19:45:38.412411","CV 5","EBIHCPR-660906956","19"
"693","2023-11-20 19:45:40.398825","CV 5","EBSHBSH-660893206","24"
"694","2023-11-20 19:45:45.634653","CV 1","EPATPTP-1707097","19"
"695","2023-11-20 19:45:48.082994","CV 5","EBOMTDO-660873876","15"
"696","2023-11-20 19:45:52.020757","CV 1","EDELBHO-660874841","14"
"697","2023-11-20 19:46:02.131956","CV 1","EIXABLN-660799591","13"
"698","2023-11-20 19:46:06.252998","CV 5","ERDPBDM-660839758","29"
"699","2023-11-20 19:46:10.065490","CV 1","EMUMSAI4-3702237-1375","15"
"700","2023-11-20 19:46:10.715856","CV 5","EBOMGOR-660889905","15"
"701","2023-11-20 19:46:20.047571","CV 5","EDELKBH-660952116","19"
"702","2023-11-20 19:46:26.560158","CV 1","EJGRJGR-660510514","18"
"703","2023-11-20 19:46:35.726737","CV 1","ESHLSLG-1429742","13"
"704","2023-11-20 19:46:35.825220","CV 5","ECCUGRA-660853812","25"
"705","2023-11-20 19:46:44.334790","CV 1","EIXAMOL-1401455","15"
"706","2023-11-20 19:46:45.208094","CV 5","ECCUDSI-479623","25"
"707","2023-11-20 19:46:47.129004","CV 5","ESHLSHO-1513923","13"
"708","2023-11-20 19:46:51.695106","CV 1","EKPGKPG-660859740","16"
"709","2023-11-20 19:46:52.043743","CV 5","EBBIBPO-660887998","25"
"710","2023-11-20 19:46:54.138680","CV 5","EAKDAKD-660880027","12"
"711","2023-11-20 19:47:04.487358","CV 5","EGAYBHC-1320468","23"
"712","2023-11-20 19:47:08.493200","CV 1","EGURJJH-2845901-1558","37"
"713","2023-11-20 19:47:10.196266","CV 5","EIXRPRN-1409645","17"
"714","2023-11-20 19:47:19.080851","CV 1","EPATARJ-1398528","19"
"715","2023-11-20 19:47:23.529743","CV 5","EIXBBNK-1226242","17"
"716","2023-11-20 19:47:28.839227","CV 5","ECCUADL-660887840","28"
"717","2023-11-20 19:47:34.986164","CV 5","ESTVSAC-1368447","20"
"718","2023-11-20 19:47:39.736153","CV 1","EBOMVRR-660898166","15"
"719","2023-11-20 19:47:39.931990","CV 5","ERDPGZO-1657805","44"
"720","2023-11-20 19:47:44.534496","CV 5","ERAICHG-2444992-1287","18"
"721","2023-11-20 19:47:49.607972","CV 5","EBDQHLL-1600775","21"
"722","2023-11-20 19:47:52.758456","CV 1","EBOMDHL-660862792","14"
"723","2023-11-20 19:47:53.137293","CV 5","EMUMSTR-660867740","16"
"724","2023-11-20 19:48:00.543155","CV 5","ECCUULB-5964688-1526","25"
"725","2023-11-20 19:48:05.392534","CV 5","ESPHSPH-1541642","42"
"726","2023-11-20 19:48:07.056957","CV 1","EIXBBRP-1615725","17"
"727","2023-11-20 19:48:08.877024","CV 5","EAMDBPL-660876826","21"
"728","2023-11-20 19:48:18.338353","CV 5","ECCUDKU-1342524","25"
"729","2023-11-20 19:48:25.205673","CV 1","EGAUSIM-660945024","13"
"730","2023-11-20 19:48:25.247568","CV 5","ECCUULB-5966639-1526","25"
"731","2023-11-20 19:48:26.126829","CV 5","EGAUGUW-3388007-1317","13"
"732","2023-11-20 19:48:33.940643","CV 1","ENAGBHP-1310311","12"
"733","2023-11-20 19:48:35.449352","CV 5","EDELBIA-660910120","18"
"734","2023-11-20 19:48:36.786091","CV 5","EVRVVRV-660835776","26"
"735","2023-11-20 19:48:44.218215","CV 5","EBOMMLW-660889992","15"
"736","2023-11-20 19:48:51.021585","CV 5","ERAJRAJ-660871996","26"
"737","2023-11-20 19:48:55.626827","CV 1","EBOMSTZ-660846878","15"
"738","2023-11-20 19:49:01.952568","CV 5","EAMDBRH-660908047","21"
"739","2023-11-20 19:49:05.266482","CV 1","EBOMTHN-660867899","15"
"740","2023-11-20 19:49:06.695766","CV 5","EPATMCT-1711121","17"
"741","2023-11-20 19:49:09.871394","CV 5","EBBIKRD-1630982","23"
"742","2023-11-20 19:49:12.277557","CV 1","ELKALKA-660814733","42"
"743","2023-11-20 19:49:16.592255","CV 5","EMUMSAI4-3704913-1376","15"
