"bag_facility_source_name","bag_facility_current_name","bag_facility_destination_name","bag_type_ph","tracking_id_ekart","bag_id","bag_status","fact_updated_at","_source","bag_xdock","fact_updated_at_1"
"MeerutHub_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPP2018998125","PH-B5-DELYKB-30599411","OPENED","2023-11-21T20:48:21.000+05:30","BAG",false,"2023-11-21T20:48:21.000+05:30"
"RajnagarMP_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3256777197","PH-ZO-DELYKB-30440623","OPENED","2023-11-22T08:13:18.000+05:30","BAG",false,"2023-11-22T08:13:18.000+05:30"
"HathrasHub_HTH_PL","MotherHub_BNL","MotherHub_YKB","B5","FMPC3256735327","PH-B5-DELYKB-30360267","REACHED","2023-11-22T15:18:05.000+05:30","BAG",true,"2023-11-22T15:18:05.000+05:30"
"CABTJalandharOPH_JLR_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3244327768","PH-ZO-MHYKB-21605999","OPENED","2023-11-22T01:56:18.000+05:30","BAG",false,"2023-11-22T01:56:18.000+05:30"
"Pitampurahub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3254220584","PH-B5-DELYKB-30613300","OPENED","2023-11-21T10:31:40.000+05:30","BAG",false,"2023-11-21T10:31:40.000+05:30"
"PrahladPur_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3255505080","PH-B5-DELYKB-30641924","OPENED","2023-11-22T09:41:13.000+05:30","BAG",false,"2023-11-22T09:41:13.000+05:30"
"UttamNagarHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3256137466","PH-ZO-DELYKB-30648852","OPENED","2023-11-22T13:30:34.000+05:30","BAG",false,"2023-11-22T13:30:34.000+05:30"
"ShahdaraHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2020618022","PH-ZO-DELYKB-30508693","OPENED","2023-11-22T13:09:55.000+05:30","BAG",false,"2023-11-22T13:09:55.000+05:30"
"ModelTownHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3256404057","PH-B5-DELYKB-30631514","OPENED","2023-11-22T11:57:17.000+05:30","BAG",false,"2023-11-22T11:57:17.000+05:30"
"NajafgarhHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3256307230","PH-B5-DELYKB-30628144","OPENED","2023-11-22T07:17:26.000+05:30","BAG",false,"2023-11-22T07:17:26.000+05:30"
"AshokviharHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPP2008847290","PH-B5-DELYKB-30669426","OPENED","2023-11-22T11:28:50.000+05:30","BAG",false,"2023-11-22T11:28:50.000+05:30"
"ShalimarGardenHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2019582715","PH-ZO-DELYKB-30380197","OPENED","2023-11-21T12:42:43.000+05:30","BAG",false,"2023-11-21T12:42:43.000+05:30"
"CABTJalandharOPH_JLR_PL","MotherHub_YKB","MotherHub_YKB","ZO","MOGC0232435556","PH-ZO-DELYKB-28797036","OPENED","2023-11-22T15:58:08.000+05:30","BAG",false,"2023-11-22T15:58:08.000+05:30"
"MathuraHub_MTH_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3252143395","PH-B5-DELYKB-30574856","OPENED","2023-11-21T21:07:14.000+05:30","BAG",false,"2023-11-21T21:07:14.000+05:30"
"UttamNagarHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3251815114","PH-B5-DELYKB-30625782","OPENED","2023-11-21T09:02:13.000+05:30","BAG",false,"2023-11-21T09:02:13.000+05:30"
"GandhinagarHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3253092773","PH-B5-DELYKB-30400547","OPENED","2023-11-21T07:41:44.000+05:30","BAG",false,"2023-11-21T07:41:44.000+05:30"
"HathrasHub_HTH_PL","MotherHub_BNL","MotherHub_YKB","B5","FMPC3255706545","PH-B5-DELYKB-30360267","REACHED","2023-11-22T15:18:05.000+05:30","BAG",true,"2023-11-22T15:18:05.000+05:30"
"BurariHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3253812764","PH-B5-DELYKB-30556890","OPENED","2023-11-21T07:26:54.000+05:30","BAG",false,"2023-11-21T07:26:54.000+05:30"
"PaharganjHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3257108992","PH-ZO-DELYKB-30648868","OPENED","2023-11-22T09:51:42.000+05:30","BAG",false,"2023-11-22T09:51:42.000+05:30"
"PrahladPur_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3256792291","PH-ZO-DELYKB-30596708","OPENED","2023-11-22T10:03:37.000+05:30","BAG",false,"2023-11-22T10:03:37.000+05:30"
"ShalimarGardenHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3257173765","PH-ZO-DELYKB-30609384","OPENED","2023-11-22T09:58:14.000+05:30","BAG",false,"2023-11-22T09:58:14.000+05:30"
"Rohinihub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2020395788","PH-ZO-DELYKB-30656334","OPENED","2023-11-22T10:37:55.000+05:30","BAG",false,"2023-11-22T10:37:55.000+05:30"
"MeerutHub_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3255794658","PH-ZO-DELYKB-30665803","OPENED","2023-11-22T13:39:52.000+05:30","BAG",false,"2023-11-22T13:39:52.000+05:30"
"NajafgarhHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPP2020548064","PH-B5-DELYKB-30658718","OPENED","2023-11-22T09:45:55.000+05:30","BAG",false,"2023-11-22T09:45:55.000+05:30"
"PaharganjHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3255844423","PH-ZO-DELYKB-30607959","OPENED","2023-11-22T03:12:53.000+05:30","BAG",false,"2023-11-22T03:12:53.000+05:30"
"YamunaViharHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3244493574","PH-ZO-DELYKB-30504919","OPENED","2023-11-21T16:42:08.000+05:30","BAG",false,"2023-11-21T16:42:08.000+05:30"
"CABTJalandharOPH_JLR_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2015627666","PH-ZO-MHYKB-21605959","OPENED","2023-11-22T09:18:43.000+05:30","BAG",false,"2023-11-22T09:18:43.000+05:30"
"AgraHub_AGR_PL","Motherhub_GGN","MotherHub_YKB","ZO","FMPC3250366387","PH-ZO-DELYKB-30598119","REACHED","2023-11-20T05:25:53.000+05:30","BAG",true,"2023-11-20T05:25:53.000+05:30"
"UttamNagarHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3256143466","PH-ZO-DELYKB-30648852","OPENED","2023-11-22T13:30:34.000+05:30","BAG",false,"2023-11-22T13:30:34.000+05:30"
"NehruPlaceHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3246840595","PH-ZO-DELYKB-30523186","OPENED","2023-11-20T09:37:51.000+05:30","BAG",false,"2023-11-20T09:37:51.000+05:30"
"BurariHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3254210155","PH-ZO-DELYKB-30610038","OPENED","2023-11-21T07:31:40.000+05:30","BAG",false,"2023-11-21T07:31:40.000+05:30"
"RanibaghHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3255209703","PH-ZO-DELYKB-30509858","OPENED","2023-11-22T10:57:02.000+05:30","BAG",false,"2023-11-22T10:57:02.000+05:30"
"Ramaroadhub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3250992959","PH-ZO-DELYKB-30618495","OPENED","2023-11-21T07:58:54.000+05:30","BAG",false,"2023-11-21T07:58:54.000+05:30"
"Britania_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3225998185","PH-ZO-DELYKB-30277439","OPENED","2023-11-21T01:28:08.000+05:30","BAG",false,"2023-11-21T01:28:08.000+05:30"
"DasnaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2019818003","PH-ZO-DELYKB-30642795","OPENED","2023-11-22T14:00:22.000+05:30","BAG",false,"2023-11-22T14:00:22.000+05:30"
"AgraHub_AGR_PL","Motherhub_GGN","MotherHub_YKB","ZO","FMPC3249040809","PH-ZO-DELYKB-30505935","REACHED","2023-11-21T13:02:00.000+05:30","BAG",true,"2023-11-21T13:02:00.000+05:30"
"SahibabadHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPP2019673788","PH-B5-DELYKB-30253299","OPENED","2023-11-22T01:54:18.000+05:30","BAG",false,"2023-11-22T01:54:18.000+05:30"
"IPextension_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3256686600","PH-B5-DELYKB-30221168","OPENED","2023-11-22T12:49:41.000+05:30","BAG",false,"2023-11-22T12:49:41.000+05:30"
"GandhinagarHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3256452815","PH-B5-DELYKB-30655945","OPENED","2023-11-22T08:02:28.000+05:30","BAG",false,"2023-11-22T08:02:28.000+05:30"
"PanipatHub_PPT_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3251246291","PH-ZO-DELYKB-30581009","OPENED","2023-11-21T18:46:11.000+05:30","BAG",false,"2023-11-21T18:46:11.000+05:30"
"CABTJalandharOPH_JLR_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3234374020","PH-B5-DELYKB-30472621","OPENED","2023-11-21T12:36:41.000+05:30","BAG",false,"2023-11-21T12:36:41.000+05:30"
"UttamNagarHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPP2020458785","PH-B5-DELYKB-30655057","OPENED","2023-11-22T07:32:57.000+05:30","BAG",false,"2023-11-22T07:32:57.000+05:30"
"Phase3NoidaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3255071429","PH-B5-DELYKB-30639030","OPENED","2023-11-22T11:23:00.000+05:30","BAG",false,"2023-11-22T11:23:00.000+05:30"
"HathrasHub_HTH_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3253177373","PH-ZO-DELYKB-30542750","OPENED","2023-11-21T19:42:04.000+05:30","BAG",false,"2023-11-21T19:42:04.000+05:30"
"AshokviharHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3253764646","PH-B5-DELYKB-30623220","OPENED","2023-11-21T09:34:10.000+05:30","BAG",false,"2023-11-21T09:34:10.000+05:30"
"Jhilmil_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3252721785","PH-ZO-DELYKB-30641721","OPENED","2023-11-22T13:35:15.000+05:30","BAG",false,"2023-11-22T13:35:15.000+05:30"
"IPextension_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3254024034","PH-ZO-DELYKB-30364654","OPENED","2023-11-21T10:48:21.000+05:30","BAG",false,"2023-11-21T10:48:21.000+05:30"
"GandhinagarHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3255470863","PH-ZO-DELYKB-30408213","OPENED","2023-11-22T10:11:35.000+05:30","BAG",false,"2023-11-22T10:11:35.000+05:30"
"Britania_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3252372626","PH-ZO-DELYKB-30629839","OPENED","2023-11-22T13:06:19.000+05:30","BAG",false,"2023-11-22T13:06:19.000+05:30"
"NajafgarhHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPP2017400704","PH-B5-DELYKB-29242137","REACHED","2023-11-20T22:53:42.000+05:30","BAG",false,"2023-11-20T22:53:42.000+05:30"
"BadshahpurHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2018516674","PH-ZO-DELYKB-30604897","OPENED","2023-11-21T08:51:49.000+05:30","BAG",false,"2023-11-21T08:51:49.000+05:30"
"BawanaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3254490423","PH-ZO-DELYKB-30614885","OPENED","2023-11-21T12:53:13.000+05:30","BAG",false,"2023-11-21T12:53:13.000+05:30"
"MundkaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3255322322","PH-B5-DELYKB-30640027","OPENED","2023-11-22T02:10:19.000+05:30","BAG",false,"2023-11-22T02:10:19.000+05:30"
"RajnagarMP_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPP2021118204","PH-B5-DELYKB-30662518","OPENED","2023-11-22T00:54:39.000+05:30","BAG",false,"2023-11-22T00:54:39.000+05:30"
"BijwasanHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3256679984","PH-B5-DELYKB-30403499","OPENED","2023-11-22T07:50:07.000+05:30","BAG",false,"2023-11-22T07:50:07.000+05:30"
"UttamNagarHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3254814809","PH-ZO-DELYKB-30645912","OPENED","2023-11-22T07:22:30.000+05:30","BAG",false,"2023-11-22T07:22:30.000+05:30"
"DasnaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3255553410","PH-ZO-DELYKB-30642795","OPENED","2023-11-22T14:00:22.000+05:30","BAG",false,"2023-11-22T14:00:22.000+05:30"
"PrahladPur_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3253693962","PH-B5-DELYKB-30561527","OPENED","2023-11-21T10:23:14.000+05:30","BAG",false,"2023-11-21T10:23:14.000+05:30"
"Rohinihub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3257108429","PH-ZO-DELYKB-30501555","OPENED","2023-11-22T09:49:00.000+05:30","BAG",false,"2023-11-22T09:49:00.000+05:30"
"AgraHub_AGR_PL","Motherhub_GGN","MotherHub_YKB","ZO","FMPP2020096416","PH-ZO-DELYKB-30631009","REACHED","2023-11-22T08:11:38.000+05:30","BAG",true,"2023-11-22T08:11:38.000+05:30"
"PanipatHub_PPT_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2018558893","PH-ZO-DELYKB-30615066","OPENED","2023-11-21T14:01:58.000+05:30","BAG",false,"2023-11-21T14:01:58.000+05:30"
"ShalimarGardenHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3256612160","PH-ZO-DELYKB-30657444","OPENED","2023-11-22T09:34:49.000+05:30","BAG",false,"2023-11-22T09:34:49.000+05:30"
"HathrasHub_HTH_PL","MotherHub_BNL","MotherHub_YKB","B5","FMPC3255730061","PH-B5-DELYKB-30360267","REACHED","2023-11-22T15:18:05.000+05:30","BAG",true,"2023-11-22T15:18:05.000+05:30"
"BilaspurHub_DRH_PL","MotherHub_YKB","MotherHub_YKB","ZO","MYEP1007162784","PH-ZO-DELYKB-30528062","OPENED","2023-11-21T00:45:31.000+05:30","BAG",false,"2023-11-21T00:45:31.000+05:30"
"Phase3NoidaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3255475868","PH-B5-DELYKB-30580483","OPENED","2023-11-22T11:34:12.000+05:30","BAG",false,"2023-11-22T11:34:12.000+05:30"
"ShahdaraHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2020943640","PH-ZO-DELYKB-30508692","OPENED","2023-11-22T04:45:30.000+05:30","BAG",false,"2023-11-22T04:45:30.000+05:30"
"Motibaghhub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3256334230","PH-B5-DELYKB-30662236","OPENED","2023-11-22T01:53:02.000+05:30","BAG",false,"2023-11-22T01:53:02.000+05:30"
"DasnaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3252519719","PH-ZO-DELYKB-30610146","OPENED","2023-11-21T13:31:26.000+05:30","BAG",false,"2023-11-21T13:31:26.000+05:30"
"CABTJalandharOPH_JLR_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3253420415","PH-ZO-DELYKB-28797036","OPENED","2023-11-22T15:58:08.000+05:30","BAG",false,"2023-11-22T15:58:08.000+05:30"
"CABTJalandharOPH_JLR_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3251503537","PH-B5-DELYKB-29163195","OPENED","2023-11-21T19:24:05.000+05:30","BAG",false,"2023-11-21T19:24:05.000+05:30"
"Phase3NoidaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3256295876","PH-ZO-DELYKB-30607502","OPENED","2023-11-22T12:06:22.000+05:30","BAG",false,"2023-11-22T12:06:22.000+05:30"
"Britania_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3250856640","PH-ZO-DELYKB-30504599","OPENED","2023-11-21T14:34:38.000+05:30","BAG",false,"2023-11-21T14:34:38.000+05:30"
"PrahladPur_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3255618890","PH-ZO-DELYKB-30640184","OPENED","2023-11-22T13:04:25.000+05:30","BAG",false,"2023-11-22T13:04:25.000+05:30"
"BilaspurHub_DRH_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPP2019659892","PH-B5-DELYKB-30642750","OPENED","2023-11-21T23:07:05.000+05:30","BAG",false,"2023-11-21T23:07:05.000+05:30"
"Motibaghhub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3256686532","PH-B5-DELYKB-30291735","OPENED","2023-11-22T11:58:26.000+05:30","BAG",false,"2023-11-22T11:58:26.000+05:30"
"Phase3NoidaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3255277311","PH-ZO-DELYKB-30639067","OPENED","2023-11-22T09:50:23.000+05:30","BAG",false,"2023-11-22T09:50:23.000+05:30"
"BawanaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3256174885","PH-ZO-DELYKB-30359735","OPENED","2023-11-21T23:40:14.000+05:30","BAG",false,"2023-11-21T23:40:14.000+05:30"
"HathrasHub_HTH_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2018725051","PH-ZO-DELYKB-30542750","OPENED","2023-11-21T19:42:04.000+05:30","BAG",false,"2023-11-21T19:42:04.000+05:30"
"CABTJalandharOPH_JLR_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2006472508","PH-ZO-DELYKB-30180576","OPENED","2023-11-22T02:18:40.000+05:30","SHIPMENT",false,"2023-11-22T02:18:40.000+05:30"
"CABTJalandharOPH_JLR_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3248964634","PH-ZO-DELYKB-30565688","OPENED","2023-11-21T23:35:45.000+05:30","BAG",false,"2023-11-21T23:35:45.000+05:30"
"PanipatHub_PPT_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3255849520","PH-ZO-DELYKB-30641564","OPENED","2023-11-22T13:04:18.000+05:30","BAG",false,"2023-11-22T13:04:18.000+05:30"
"AshokviharHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3257048428","PH-ZO-DELYKB-30661155","OPENED","2023-11-22T12:58:02.000+05:30","BAG",false,"2023-11-22T12:58:02.000+05:30"
"VasundharaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3256981433","PH-B5-DELYKB-30549345","OPENED","2023-11-22T10:07:39.000+05:30","BAG",false,"2023-11-22T10:07:39.000+05:30"
"CABTJalandharOPH_JLR_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3251727742","PH-B5-DELYKB-29673468","OPENED","2023-11-21T20:51:56.000+05:30","BAG",false,"2023-11-21T20:51:56.000+05:30"
"UttamNagarHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3256107253","PH-ZO-DELYKB-30645912","OPENED","2023-11-22T07:22:30.000+05:30","BAG",false,"2023-11-22T07:22:30.000+05:30"
"KarnalHub_KAL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3253531971","PH-ZO-DELYKB-30634000","OPENED","2023-11-21T22:54:22.000+05:30","BAG",false,"2023-11-21T22:54:22.000+05:30"
"IPextension_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2019232594","PH-ZO-DELYKB-30364654","OPENED","2023-11-21T10:48:21.000+05:30","BAG",false,"2023-11-21T10:48:21.000+05:30"
"Jhilmil_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPP2020696983","PH-B5-DELYKB-30549820","OPENED","2023-11-22T12:43:42.000+05:30","BAG",false,"2023-11-22T12:43:42.000+05:30"
"YamunaViharHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPP2019889416","PH-B5-DELYKB-30555450","OPENED","2023-11-22T09:28:49.000+05:30","BAG",false,"2023-11-22T09:28:49.000+05:30"
"KanjhawalaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3255617855","PH-ZO-DELYKB-30655269","OPENED","2023-11-22T14:34:43.000+05:30","BAG",false,"2023-11-22T14:34:43.000+05:30"
"PrahladPur_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2019657918","PH-ZO-DELYKB-30559640","OPENED","2023-11-22T13:30:26.000+05:30","BAG",false,"2023-11-22T13:30:26.000+05:30"
"YamunaViharHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3255226347","PH-B5-DELYKB-30256332","OPENED","2023-11-22T10:13:37.000+05:30","BAG",false,"2023-11-22T10:13:37.000+05:30"
"MundkaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3256974719","PH-ZO-DELYKB-30640627","OPENED","2023-11-22T09:01:38.000+05:30","BAG",false,"2023-11-22T09:01:38.000+05:30"
"SahibabadHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3254363509","PH-ZO-DELYKB-30474129","OPENED","2023-11-22T10:19:01.000+05:30","BAG",false,"2023-11-22T10:19:01.000+05:30"
"NoidaHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3256756849","PH-ZO-DELYKB-30650201","OPENED","2023-11-22T08:53:26.000+05:30","BAG",false,"2023-11-22T08:53:26.000+05:30"
"GurgaonHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3255613304","PH-B5-DELYKB-30659906","OPENED","2023-11-21T23:51:56.000+05:30","BAG",false,"2023-11-21T23:51:56.000+05:30"
"Jhilmil_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3251606888","PH-ZO-DELYKB-30583724","OPENED","2023-11-21T10:22:19.000+05:30","BAG",false,"2023-11-21T10:22:19.000+05:30"
"SonepatHub_SOP_PL","MotherHub_YKB","MotherHub_YKB","B5","MYEP1007196276","PH-B5-DELYKB-30471137","OPENED","2023-11-21T16:37:03.000+05:30","BAG",false,"2023-11-21T16:37:03.000+05:30"
"PanipatHub_PPT_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3251231842","PH-B5-DELYKB-30582465","OPENED","2023-11-21T18:10:34.000+05:30","BAG",false,"2023-11-21T18:10:34.000+05:30"
"AgraHub_AGR_PL","Motherhub_GGN","MotherHub_YKB","ZO","FMPP2017833862","PH-ZO-DELYKB-30441031","REACHED","2023-11-21T10:19:07.000+05:30","BAG",true,"2023-11-21T10:19:07.000+05:30"
"Britania_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3226001686","PH-ZO-DELYKB-30277439","OPENED","2023-11-21T01:28:08.000+05:30","BAG",false,"2023-11-21T01:28:08.000+05:30"
"Jhilmil_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3255190324","PH-ZO-DELYKB-30641724","OPENED","2023-11-22T08:22:14.000+05:30","BAG",false,"2023-11-22T08:22:14.000+05:30"
"CABTJalandharOPH_JLR_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3251746247","PH-ZO-MHYKB-25335539","OPENED","2023-11-22T01:15:02.000+05:30","BAG",false,"2023-11-22T01:15:02.000+05:30"
"HathrasHub_HTH_PL","MotherHub_BNL","MotherHub_YKB","B5","FMPP2020268612","PH-B5-DELYKB-30360267","REACHED","2023-11-22T15:18:05.000+05:30","BAG",true,"2023-11-22T15:18:05.000+05:30"
"Jhilmil_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3256338171","PH-B5-DELYKB-30640063","OPENED","2023-11-22T08:26:59.000+05:30","BAG",false,"2023-11-22T08:26:59.000+05:30"
"HathrasHub_HTH_PL","MotherHub_BNL","MotherHub_YKB","B5","FMPP2020273612","PH-B5-DELYKB-30360267","REACHED","2023-11-22T15:18:05.000+05:30","BAG",true,"2023-11-22T15:18:05.000+05:30"
"ChanakyapuriHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3254721879","PH-ZO-DELYKB-28864134","OPENED","2023-11-22T11:49:51.000+05:30","BAG",false,"2023-11-22T11:49:51.000+05:30"
"BharatpurHub_BTP_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPP2016829513","PH-B5-DELYKB-30522144","OPENED","2023-11-21T23:38:29.000+05:30","BAG",false,"2023-11-21T23:38:29.000+05:30"
"HathrasHub_HTH_PL","MotherHub_BNL","MotherHub_YKB","B5","FMPP2020255220","PH-B5-DELYKB-30360267","REACHED","2023-11-22T15:18:05.000+05:30","BAG",true,"2023-11-22T15:18:05.000+05:30"
"PanipatHub_PPT_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3255815164","PH-B5-DELYKB-30644320","OPENED","2023-11-22T15:32:03.000+05:30","BAG",false,"2023-11-22T15:32:03.000+05:30"
"CABTJalandharOPH_JLR_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3249428517","PH-ZO-MHYKB-25335556","OPENED","2023-11-22T12:26:25.000+05:30","BAG",false,"2023-11-22T12:26:25.000+05:30"
"GandhinagarHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3253088773","PH-B5-DELYKB-30400547","OPENED","2023-11-21T07:41:44.000+05:30","BAG",false,"2023-11-21T07:41:44.000+05:30"
"Chhatarpur_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPP2020942767","PH-ZO-DELYKB-30652632","OPENED","2023-11-22T07:57:40.000+05:30","BAG",false,"2023-11-22T07:57:40.000+05:30"
"ShalimarGardenHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3254246473","PH-ZO-DELYKB-30380195","OPENED","2023-11-21T13:37:07.000+05:30","BAG",false,"2023-11-21T13:37:07.000+05:30"
"GandhinagarHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","B5","FMPC3253113778","PH-B5-DELYKB-30400547","OPENED","2023-11-21T07:41:44.000+05:30","BAG",false,"2023-11-21T07:41:44.000+05:30"
"FaridabadHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3256021855","PH-ZO-DELYKB-30654787","OPENED","2023-11-22T05:26:13.000+05:30","BAG",false,"2023-11-22T05:26:13.000+05:30"
"MathuraHub_MTH_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3252881303","PH-ZO-DELYKB-30431118","OPENED","2023-11-22T10:33:46.000+05:30","BAG",false,"2023-11-22T10:33:46.000+05:30"
"AdarshNagarHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3253397270","PH-ZO-DELYKB-30438803","OPENED","2023-11-21T09:17:45.000+05:30","BAG",false,"2023-11-21T09:17:45.000+05:30"
"BudhViharHub_DEL_PL","MotherHub_YKB","MotherHub_YKB","ZO","FMPC3251113353","PH-ZO-DELYKB-30636349","OPENED","2023-11-22T04:20:25.000+05:30","BAG",false,"2023-11-22T04:20:25.000+05:30"
