"shipment_facility_current_name","tracking_id_ekart","shipment_status","bag_type_ph","bag_id","shipment_facility_source_name","bag_facility_source_name","fact_updated_at","bag_facility_source_name_1"
"MotherHub_YKB","FMPP2020392446","sorted","B5","PH-B5-DELYKB-30659472","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:22:23.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3257109334","sorted","B5","PH-B5-DELYKB-30654770","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:34:14.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256414526","sorted","B5","PH-B5-DELYKB-30618733","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:30:35.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255990875","sorted","B5","PH-B5-DELYKB-30655865","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:27:09.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255847156","sorted","B5","PH-B5-DELYKB-30584685","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:31:32.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3254929722","sorted","ZO","PH-ZO-DELYKB-30660276","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:23:20.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256257888","sorted","B5","PH-B5-DELYKB-30660539","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:28:28.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256837379","sorted","B5","PH-B5-DELYKB-30654762","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:31:19.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255596047","sorted","B5","PH-B5-DELYKB-30660545","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:33:27.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2021036343","sorted","B5","PH-B5-DELYKB-30617851","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:33:31.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2021090114","sorted","B5","PH-B5-DELYKB-30399037","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:31:10.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256872163","sorted","B5","PH-B5-DELYKB-30655862","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:16:14.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256701749","sorted","B5","PH-B5-DELYKB-30653335","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:30:32.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2020941607","sorted","B5","PH-B5-DELYKB-30654762","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:30:17.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255610347","sorted","B5","PH-B5-DELYKB-30659048","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:25:53.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3257213798","sorted","B5","PH-B5-DELYKB-30659484","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:29:29.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255047349","sorted","B5","PH-B5-DELYKB-30667380","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:28:48.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256400643","sorted","B5","PH-B5-DELYKB-30660538","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:28:35.000+05:30","Peeragarhi_DEL_PL"
