"fact_updated_at","facility_current","facility_next","facility_destination","item_id","tms_cut_off","grid_name","suggested_time","suggested_ldap","item_type","pick_completed","Bag_Source","stag_status","pick_completed_time","Consg","part_of_grid_1"
"2023-11-17T10:34:35.866+05:30","MotherHub_YKB","Motherhub_ULB","ContaiHub_CNT","ECCUCNG-660874872","16:00:00","25","2023-11-17T09:31:30.554+05:30","ca.2784071","BAG",true,"Source","Stagged","2023-11-17T10:34:33.523+05:30","False",true
"2023-11-17T10:34:35.823+05:30","MotherHub_YKB","MotherHub_IDO","SouthtukoganjHub_IDR","EIDRSTK-1686203","05:30:00","14","2023-11-17T10:02:47.731+05:30","ca.2633445","BAG",false,"Source","Stagged","2023-11-17T10:02:45.730+05:30","True",true
"2023-11-17T10:34:30.957+05:30","MotherHub_YKB","MotherHub_IDO","JhalawarHub_JHA","EBHOJHA-1561624","05:30:00","14","2023-11-17T09:41:01.618+05:30","ca.2633445","BAG",false,"Source","Stagged","2023-11-17T09:40:59.617+05:30","True",true
"2023-11-17T10:34:30.908+05:30","MotherHub_YKB","MotherHub_IDO","MandsaurHub_MAN","EIDRMAN-1564795","05:30:00","14","2023-11-17T08:51:51.537+05:30","ca.2624952","BAG",false,"Source","Stagged","2023-11-17T08:51:49.535+05:30","True",true
"2023-11-17T10:34:25.881+05:30","MotherHub_YKB","Motherhub_GUW","BokoHub_BKO","EGAUBKO-1619623","00:00:00","13","2023-11-17T10:32:57.443+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:32:55.441+05:30","True",false
"2023-11-17T10:34:25.779+05:30","MotherHub_YKB","Motherhub_ULB","JhargramHub_JGM","ECCUJGM-660851813","16:00:00","25","2023-11-17T09:35:20.682+05:30","ca.2457276","BAG",true,"Source","Stagged","2023-11-17T10:34:25.442+05:30","False",true
"2023-11-17T10:34:25.760+05:30","MotherHub_YKB","MotherHub_JKD","RamgarhHub_RMT","EIXRRMT-660844849","17:00:00","22","2023-11-17T09:12:10.620+05:30","ca.2784071","BAG",true,"Source","Stagged","2023-11-17T10:34:23.385+05:30","False",true
"2023-11-17T10:34:20.857+05:30","MotherHub_YKB","Motherhub_PAT_BTS","BarauniHub_BJU","EBJUBJU-660866788","20:00:00","19","2023-11-17T10:32:50.687+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:32:48.685+05:30","True",false
"2023-11-17T10:34:16.033+05:30","MotherHub_YKB","Motherhub_ULB","MadpurHub_MDP","EMPUMPU-660841761","16:00:00","25","2023-11-17T10:32:54.206+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:32:52.204+05:30","True",false
"2023-11-17T10:34:16.033+05:30","MotherHub_YKB","DewandighiHub_BDM","DewandighiHub_BDM","ECCUDDG-1682106","04:30:00","29","2023-11-17T10:32:52.197+05:30","ca.2475295","BAG",false,"Source","Not Stagged","2023-11-17T10:32:50.195+05:30","True",false
"2023-11-17T10:34:15.946+05:30","MotherHub_YKB","MotherHub_JKD","MotherHub_JKD","EIXRJKD-2661995-1340","17:00:00","22","2023-11-17T09:05:07.515+05:30","ca.2457276","BAG",true,"Source","Stagged","2023-11-17T10:34:13.318+05:30","False",true
"2023-11-17T10:34:05.984+05:30","MotherHub_YKB","AdraSplitHub_ADR","AdraSplitHub_ADR","ERDPANR-800975","03:00:00","28","2023-11-17T10:32:43.895+05:30","ca.2475295","BAG",false,"Source","Not Stagged","2023-11-17T10:32:41.893+05:30","True",false
"2023-11-17T10:34:05.984+05:30","MotherHub_YKB","MotherHub_CHG","WheeleyDurgODH_BIA","ENAGBIA-1395621","20:00:00","18","2023-11-17T10:32:42.816+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:32:40.814+05:30","True",false
"2023-11-17T10:34:01.523+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2796623-1558","09:00:00","37","2023-11-17T01:34:40.467+05:30","ca.2787351","BAG",true,"Source","Not Stagged","2023-11-17T10:33:59.440+05:30","False",false
"2023-11-17T10:33:56.108+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2797599-1558","09:00:00","37","2023-11-17T01:34:12.461+05:30","ca.2787351","BAG",true,"Source","Not Stagged","2023-11-17T10:33:51.317+05:30","False",false
"2023-11-17T10:33:55.950+05:30","MotherHub_YKB","MotherHub_SIL","PanjiparaHub_PNJ","EIXBPNG-463514","00:00:00","17","2023-11-17T10:32:38.538+05:30","ca.2624952","BAG",false,"Source","Not Stagged","2023-11-17T10:32:36.537+05:30","True",false
"2023-11-17T10:33:50.845+05:30","MotherHub_YKB","Motherhub_PAT_BTS","KesariyaMDH_KSR","EKSRMIS-442440","20:00:00","19","2023-11-17T10:15:20.990+05:30","ca.2624952","BAG",false,"Source","Stagged","2023-11-17T10:15:18.988+05:30","True",true
"2023-11-17T10:33:50.845+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2795670-1558","09:00:00","37","2023-11-17T01:49:02.300+05:30","ca.2787351","BAG",true,"Source","Not Stagged","2023-11-17T10:33:48.406+05:30","False",false
"2023-11-17T10:33:45.899+05:30","MotherHub_YKB","Motherhub_PAT_BTS","ArrahSplitHub_ARH","EPATARR-1408477","20:00:00","19","2023-11-17T09:55:34.052+05:30","ca.2633445","BAG",false,"Source","Stagged","2023-11-17T09:55:32.050+05:30","True",true
"2023-11-17T10:33:41.114+05:30","MotherHub_YKB","MotherHub_NAG_BTS","ShegaonHub_SGO","EIXUSGO-1454500","00:00:00","12","2023-11-17T10:32:26.309+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:32:24.307+05:30","True",false
"2023-11-17T10:33:41.114+05:30","MotherHub_YKB","Motherhub_RAC","DehriOnSoneHub_DOS","EBIHDOS-660835751","17:00:00","43","2023-11-17T10:30:44.620+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:30:42.619+05:30","True",false
"2023-11-17T10:33:41.114+05:30","MotherHub_YKB","Motherhub_ULB","MarishdaHub_DSI","ECCUDSI-480624","16:00:00","25","2023-11-17T10:30:35.912+05:30","ca.2784071","BAG",false,"Source","Not Stagged","2023-11-17T10:30:33.911+05:30","True",false
"2023-11-17T10:33:41.114+05:30","MotherHub_YKB","Motherhub_ULB","SakherBazarHub_KOL","ECCUSKB-660904952","16:00:00","25","2023-11-17T10:30:17.764+05:30","ca.2784071","BAG",false,"Source","Not Stagged","2023-11-17T10:30:15.762+05:30","True",false
"2023-11-17T10:33:41.114+05:30","MotherHub_YKB","Motherhub_PAT_BTS","LauriyaHub_LRY","EGOPLRY-1363469","20:00:00","19","2023-11-17T09:42:45.705+05:30","ca.2633445","BAG",false,"Source","Stagged","2023-11-17T09:42:43.703+05:30","True",true
"2023-11-17T10:33:41.114+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2797596-1558","09:00:00","37","2023-11-17T01:34:22.457+05:30","ca.2787351","BAG",true,"Source","Not Stagged","2023-11-17T10:33:40.260+05:30","False",false
"2023-11-17T10:33:36.120+05:30","MotherHub_YKB","MotherHub_IDO","KalaninagarHub_IDR","EDELKNN-660890196","05:30:00","14","2023-11-17T10:32:16.858+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:32:14.856+05:30","True",false
"2023-11-17T10:33:36.120+05:30","MotherHub_YKB","Motherhub_GUW","RJSCShillongSplitODH_SHL","ESHLSHO-1513880","00:00:00","13","2023-11-17T10:31:54.514+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:31:52.513+05:30","True",false
"2023-11-17T10:33:36.120+05:30","MotherHub_YKB","MotherHub_NAG_BTS","IdentifyplusGondiaODH_GDI","ENAGGDI-1470647","00:00:00","12","2023-11-17T10:31:43.937+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:31:41.935+05:30","True",false
"2023-11-17T10:33:36.082+05:30","MotherHub_YKB","MotherHub_SIL","ForbesganjHub_FBG","EARRARR-660871878","00:00:00","17","2023-11-17T10:32:18.732+05:30","ca.2624952","BAG",false,"Source","Not Stagged","2023-11-17T10:32:16.730+05:30","True",false
"2023-11-17T10:33:36.082+05:30","MotherHub_YKB","Motherhub_PLS","DuliajanHub_DLN","EDLNDLN-660846684","21:00:00","42","2023-11-17T10:32:14.424+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:32:12.423+05:30","True",false
"2023-11-17T10:33:36.082+05:30","MotherHub_YKB","Motherhub_SAI_4","BhandupHub_MUM","EBOMBHD-660893006","21:00:00","15","2023-11-17T10:32:06.891+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:32:04.889+05:30","True",false
"2023-11-17T10:33:36.082+05:30","MotherHub_YKB","MotherHub_SIL","IdentifyplusBhagalpurSplitODH_BGP","ERDPBGP-1532000","00:00:00","17","2023-11-17T10:31:52.875+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:31:50.872+05:30","True",false
"2023-11-17T10:33:36.082+05:30","MotherHub_YKB","Motherhub_ULB","BehalaHub_KOL","EKOLBEH-660940028","16:00:00","25","2023-11-17T10:29:35.673+05:30","ca.2784071","BAG",false,"Source","Not Stagged","2023-11-17T10:29:33.671+05:30","True",false
"2023-11-17T10:33:36.081+05:30","MotherHub_YKB","Motherhub_SAI_4","Motherhub_SAI_4","EMUMSAI4-3685437-1375","21:00:00","15","2023-11-17T10:32:24.599+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:32:22.597+05:30","True",false
"2023-11-17T10:33:36.081+05:30","MotherHub_YKB","Motherhub_PLS","ETASHDibrugarhODH_DIB","EDIBDBG-1450921","21:00:00","42","2023-11-17T10:31:59.415+05:30","ca.2624952","BAG",false,"Source","Not Stagged","2023-11-17T10:31:57.413+05:30","True",false
"2023-11-17T10:33:36.081+05:30","MotherHub_YKB","Motherhub_RAC","NawadahHub_NWD","ENWDNWD-660869893","17:00:00","43","2023-11-17T10:31:42.666+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:31:40.664+05:30","True",false
"2023-11-17T10:33:36.081+05:30","MotherHub_YKB","MotherHub_IDO","IndoreHub_IDR","EDELIDR-660897109","05:30:00","14","2023-11-17T10:31:38.663+05:30","ca.2624952","BAG",false,"Source","Not Stagged","2023-11-17T10:31:36.661+05:30","True",false
"2023-11-17T10:33:36.081+05:30","MotherHub_YKB","MotherHub_SIL","IdentifyplusBhagalpurSplitODH_BGP","ERDPBGP-1527015","00:00:00","17","2023-11-17T10:30:22.525+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:30:20.523+05:30","True",false
"2023-11-17T10:33:36.081+05:30","MotherHub_YKB","Motherhub_ULB","UluberiaHub_ULB","EKOLULB-660895878","16:00:00","25","2023-11-17T10:30:10.858+05:30","ca.2784071","BAG",false,"Source","Not Stagged","2023-11-17T10:30:08.856+05:30","True",false
"2023-11-17T10:33:35.901+05:30","MotherHub_YKB","Motherhub_PAT_BTS","ArrahHub_ARH","EBIHARH-660905155","20:00:00","19","2023-11-17T09:42:51.964+05:30","ca.2633445","BAG",false,"Source","Stagged","2023-11-17T09:42:49.962+05:30","True",true
"2023-11-17T10:33:31.216+05:30","MotherHub_YKB","Motherhub_PAT_BTS","AndarHub_SWN","EGAUSWN-1357450","20:00:00","19","2023-11-17T10:12:18.219+05:30","ca.2633445","BAG",false,"Source","Stagged","2023-11-17T10:12:16.217+05:30","True",true
"2023-11-17T10:33:31.062+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2797628-1559","09:00:00","37","2023-11-17T04:11:38.424+05:30","ca.2787351","BAG",true,"Source","Not Stagged","2023-11-17T10:33:27.219+05:30","False",false
"2023-11-17T10:33:25.919+05:30","MotherHub_YKB","Motherhub_PAT_BTS","RaxaulHub_RXL","ERXLRXL-660723807","20:00:00","19","2023-11-17T10:14:12.544+05:30","ca.2633445","BAG",false,"Source","Stagged","2023-11-17T10:14:10.542+05:30","True",true
"2023-11-17T10:33:20.829+05:30","MotherHub_YKB","Motherhub_PAT_BTS","SiwanHub_SWN","EBIHSWN-660899943","20:00:00","19","2023-11-17T09:55:15.224+05:30","ca.2633445","BAG",false,"Source","Stagged","2023-11-17T09:55:13.223+05:30","True",true
"2023-11-17T10:33:20.829+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2800108-1559","09:00:00","37","2023-11-17T03:10:06.146+05:30","ca.2787351","BAG",true,"Source","Not Stagged","2023-11-17T10:33:17.236+05:30","False",false
"2023-11-17T10:33:20.769+05:30","MotherHub_YKB","Motherhub_PAT_BTS","HajipurHub_HJP","EBIHHJP-660891001","20:00:00","19","2023-11-17T10:10:20.380+05:30","ca.2633445","BAG",false,"Source","Stagged","2023-11-17T10:10:18.378+05:30","True",true
"2023-11-17T10:33:20.769+05:30","MotherHub_YKB","MotherHub_SIL","BelharMDH_BLR","EBLRASD-422405","00:00:00","17","2023-11-17T04:28:50.477+05:30","ca.2776243","BAG",true,"Source","Stagged","2023-11-17T10:33:19.231+05:30","False",true
"2023-11-17T10:33:15.945+05:30","MotherHub_YKB","Motherhub_PAT_BTS","BakhriHub_BKH","EPATBKR-1623726","20:00:00","19","2023-11-17T10:18:45.731+05:30","ca.2633445","BAG",false,"Source","Stagged","2023-11-17T10:18:43.729+05:30","True",true
"2023-11-17T10:33:10.945+05:30","MotherHub_YKB","Motherhub_GUW","ShadowFaxBelsorODH_NLV","EGAUBEL-1369460","00:00:00","13","2023-11-17T10:31:32.580+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:31:30.579+05:30","True",false
"2023-11-17T10:33:10.892+05:30","MotherHub_YKB","Motherhub_PAT_BTS","MalmaliyaHub_MGZ","EPATMML-1643760","20:00:00","19","2023-11-17T10:21:43.682+05:30","ca.2633445","BAG",false,"Source","Stagged","2023-11-17T10:21:41.680+05:30","True",true
"2023-11-17T10:33:06.110+05:30","MotherHub_YKB","MotherHub_SIL","DarjeelingHub_DAI","EDAIDJL-660858801","00:00:00","17","2023-11-17T10:31:23.290+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:31:21.288+05:30","True",false
"2023-11-17T10:33:05.998+05:30","MotherHub_YKB","MotherHub_SIL","RJSCMatigaraSplitODH_IXB","EIXBMTI-1510682","00:00:00","17","2023-11-17T04:28:29.277+05:30","ca.2776243","BAG",true,"Source","Stagged","2023-11-17T10:33:05.243+05:30","False",true
"2023-11-17T10:33:05.934+05:30","MotherHub_YKB","Motherhub_PAT_BTS","CABTChapraSplitODH_CPR","EPATCHP-1520632","20:00:00","19","2023-11-17T10:19:50.846+05:30","ca.2633445","BAG",false,"Source","Stagged","2023-11-17T10:19:48.845+05:30","True",true
"2023-11-17T10:33:01.707+05:30","MotherHub_YKB","MotherHub_JKD","ChitrapurHub_RMT","EIXRTMR-508598","17:00:00","22","2023-11-17T08:12:11.591+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:32:57.073+05:30","False",true
"2023-11-17T10:32:50.844+05:30","MotherHub_YKB","MotherHub_JKD","VxpressHatiaODH_HTI","EIXRHTI-1373464","17:00:00","22","2023-11-17T08:19:29.195+05:30","ca.2784071","BAG",true,"Source","Stagged","2023-11-17T10:32:49.139+05:30","False",true
"2023-11-17T10:32:50.819+05:30","MotherHub_YKB","MotherHub_SIL","MungerCityHub_MCT","EPATMCT-1711082","00:00:00","17","2023-11-17T04:28:41.227+05:30","ca.2776243","BAG",true,"Source","Stagged","2023-11-17T10:32:47.126+05:30","False",true
"2023-11-17T10:32:45.889+05:30","MotherHub_YKB","Motherhub_PLS","GolaghatHub_GLG","EGAUGLG-660855881","21:00:00","42","2023-11-17T10:31:19.487+05:30","ca.2624952","BAG",false,"Source","Not Stagged","2023-11-17T10:31:17.485+05:30","True",false
"2023-11-17T10:32:45.871+05:30","MotherHub_YKB","MotherHub_JKD","VxpressHarmuSplitODH_IXR","EIXRVPX-1522678","17:00:00","22","2023-11-17T08:18:12.277+05:30","ca.2784071","BAG",true,"Source","Stagged","2023-11-17T10:32:41.097+05:30","False",true
"2023-11-17T10:32:41.073+05:30","MotherHub_YKB","Motherhub_GUW","CABTBanderdawaODH_NLP","EIXIBRW-1432531","00:00:00","13","2023-11-17T10:31:12.873+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:31:10.872+05:30","True",false
"2023-11-17T10:32:41.058+05:30","MotherHub_YKB","MotherHub_IDO","KhandwaHub_KWA","EKHAKHA-660806705","05:30:00","14","2023-11-17T10:29:39.107+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:29:37.105+05:30","True",false
"2023-11-17T10:32:41.058+05:30","MotherHub_YKB","MotherHub_JKD","BariatuHub_IXR","EIXRBMH-431610","17:00:00","22","2023-11-17T10:29:09.904+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:29:07.902+05:30","True",false
"2023-11-17T10:32:41.058+05:30","MotherHub_YKB","Motherhub_ULB","Motherhub_ULB","ECCUULB-5961263-1523","16:00:00","25","2023-11-17T10:29:03.566+05:30","ca.2784071","BAG",false,"Source","Not Stagged","2023-11-17T10:29:01.564+05:30","True",false
"2023-11-17T10:32:41.058+05:30","MotherHub_YKB","MotherHub_JKD","VxpressDhanbadSplitODH_DBD","ERDPDBD-1489701","17:00:00","22","2023-11-17T10:28:55.647+05:30","ca.2475295","BAG",false,"Source","Not Stagged","2023-11-17T10:28:53.646+05:30","True",false
"2023-11-17T10:32:30.922+05:30","MotherHub_YKB","MotherHub_JKD","RatuHub_IXR","ECCUIXR-1449844","17:00:00","22","2023-11-17T08:27:51.793+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:32:25.931+05:30","False",true
"2023-11-17T10:32:25.862+05:30","MotherHub_YKB","MotherHub_SIL","BankaHub_BAK","EBBUBHI-660810633","00:00:00","17","2023-11-17T04:35:02.844+05:30","ca.2776243","BAG",true,"Source","Stagged","2023-11-17T10:32:24.058+05:30","False",true
"2023-11-17T10:32:20.738+05:30","MotherHub_YKB","MotherHub_CHG","ElasticRunSambalpurODH_SBP","EBBISBL-1620863","20:00:00","18","2023-11-17T10:31:03.872+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:31:01.870+05:30","True",false
"2023-11-17T10:32:20.703+05:30","MotherHub_YKB","MotherHub_JKD","VxpressDhanbadSplitODH_DBD","ERDPDBD-1496684","17:00:00","22","2023-11-17T08:31:51.937+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:32:19.081+05:30","False",true
"2023-11-17T10:32:20.703+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2800144-1558","09:00:00","37","2023-11-17T07:22:53.790+05:30","ca.2784071","BAG",true,"Source","Not Stagged","2023-11-17T10:32:18.937+05:30","False",false
"2023-11-17T10:32:16.116+05:30","MotherHub_YKB","Motherhub_GUW","CacharHub_IXS","EIXSCHH-660804590","00:00:00","13","2023-11-17T10:30:47.903+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:30:45.901+05:30","True",false
"2023-11-17T10:32:16.116+05:30","MotherHub_YKB","MotherHub_IDO","BetulHub_BTL","EBTLBTL-660789553","05:30:00","14","2023-11-17T10:30:41.960+05:30","ca.2624952","BAG",false,"Source","Not Stagged","2023-11-17T10:30:39.959+05:30","True",false
"2023-11-17T10:32:16.116+05:30","MotherHub_YKB","Motherhub_RAC","RourkelaTownMDH_RRK","ERRKKLI-433631","17:00:00","43","2023-11-17T10:30:24.509+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:30:22.507+05:30","True",false
"2023-11-17T10:32:16.115+05:30","MotherHub_YKB","MotherHub_SIL","SiliguriSplitMDH_IXB","EIXBUHJ-532758","00:00:00","17","2023-11-17T10:30:38.736+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:30:36.735+05:30","True",false
"2023-11-17T10:32:16.115+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2797647-1558","09:00:00","37","2023-11-17T05:39:44.336+05:30","ca.2323922","BAG",true,"Source","Not Stagged","2023-11-17T10:32:11.895+05:30","False",false
"2023-11-17T10:32:15.986+05:30","MotherHub_YKB","Motherhub_PLS","Motherhub_PLS","EGAUPLS-1301674-1367","21:00:00","42","2023-11-17T10:30:55.684+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:30:53.682+05:30","True",false
"2023-11-17T10:32:15.986+05:30","MotherHub_YKB","MotherHub_SIL","BihpurHub_THB","EPATTHB-1598645","00:00:00","17","2023-11-17T04:26:40.249+05:30","ca.2776243","BAG",true,"Source","Stagged","2023-11-17T10:32:12.963+05:30","False",true
"2023-11-17T10:32:05.844+05:30","MotherHub_YKB","MotherHub_JKD","HazaribaghHub_HZB","EDELHZB-660879147","17:00:00","22","2023-11-17T08:31:22.537+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:32:04.035+05:30","False",true
"2023-11-17T10:32:05.811+05:30","MotherHub_YKB","MotherHub_SIL","RJSCSiliguriODH_IXB","EIXBSGI-1502610","00:00:00","17","2023-11-17T04:36:26.757+05:30","ca.2776243","BAG",true,"Source","Stagged","2023-11-17T10:32:02.089+05:30","False",true
"2023-11-17T10:32:01.885+05:30","MotherHub_YKB","Motherhub_RAC","LoadshareRourkelaSplitODH_RRK","EIXRRKL-1550781","17:00:00","43","2023-11-17T10:28:49.303+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:28:47.301+05:30","True",false
"2023-11-17T10:32:01.783+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2797654-1559","09:00:00","37","2023-11-17T05:49:28.039+05:30","ca.2323922","BAG",true,"Source","Not Stagged","2023-11-17T10:31:59.811+05:30","False",false
"2023-11-17T10:31:55.804+05:30","MotherHub_YKB","MotherHub_JKD","BITMesraHub_IXR","EIXRBMR-660858685","17:00:00","22","2023-11-17T08:31:44.017+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:31:54.915+05:30","False",true
"2023-11-17T10:31:55.804+05:30","MotherHub_YKB","MotherHub_SIL","RajdhamHub_RJD","EBBIRJD-1290343","00:00:00","17","2023-11-17T04:49:21.189+05:30","ca.2310931","BAG",true,"Source","Stagged","2023-11-17T10:31:54.911+05:30","False",true
"2023-11-17T10:31:50.968+05:30","MotherHub_YKB","Motherhub_RAC","Motherhub_RAC","ERACRAC-260685-1687","17:00:00","43","2023-11-17T10:30:12.068+05:30","ca.2475295","BAG",false,"Source","Not Stagged","2023-11-17T10:30:10.066+05:30","True",false
"2023-11-17T10:31:50.902+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2804704-1558","09:00:00","37","2023-11-17T07:42:19.806+05:30","ca.2457276","BAG",true,"Source","Not Stagged","2023-11-17T10:31:49.764+05:30","False",false
"2023-11-17T10:31:45.972+05:30","MotherHub_YKB","MotherHub_SIL","ChalsaMDH_CHL","ECHLIND-547587","00:00:00","17","2023-11-17T04:55:11.569+05:30","ca.2310931","BAG",true,"Source","Stagged","2023-11-17T10:31:44.819+05:30","False",true
"2023-11-17T10:31:40.892+05:30","MotherHub_YKB","MotherHub_JKD","BokaroHub_BKO","EDELBKO-660852789","17:00:00","22","2023-11-17T08:36:36.511+05:30","ca.2457276","BAG",true,"Source","Stagged","2023-11-17T10:31:40.791+05:30","False",true
"2023-11-17T10:31:40.887+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2804714-1559","09:00:00","37","2023-11-17T08:06:55.593+05:30","ca.2457276","BAG",true,"Source","Not Stagged","2023-11-17T10:31:36.845+05:30","False",false
"2023-11-17T10:31:40.887+05:30","MotherHub_YKB","MotherHub_SIL","BhagalpurHub_BGP","EBIHBGP-660935100","00:00:00","17","2023-11-17T04:51:19.834+05:30","ca.2310931","BAG",true,"Source","Stagged","2023-11-17T10:31:36.810+05:30","False",true
"2023-11-17T10:31:35.899+05:30","MotherHub_YKB","MotherHub_SIL","SultanganjHub_BGP","EPATBGP-361472","00:00:00","17","2023-11-17T10:30:07.280+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:30:05.278+05:30","True",false
"2023-11-17T10:31:30.877+05:30","MotherHub_YKB","Motherhub_GUW","UdalguriHub_ULG","EROAROA-660785606","00:00:00","13","2023-11-17T10:29:59.272+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:29:57.270+05:30","True",false
"2023-11-17T10:31:30.843+05:30","MotherHub_YKB","MotherHub_JKD","SundarnagarODH_IXW","EIXRKOH-459665","17:00:00","22","2023-11-17T08:32:44.109+05:30","ca.2475295","BAG",true,"Source","Stagged","2023-11-17T10:31:29.769+05:30","False",true
"2023-11-17T10:31:25.854+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2805715-1558","09:00:00","37","2023-11-17T08:40:53.077+05:30","ca.2457276","BAG",true,"Source","Not Stagged","2023-11-17T10:31:23.669+05:30","False",false
"2023-11-17T10:31:25.795+05:30","MotherHub_YKB","MotherHub_CHG","JeyporeHub_JYP","EJYPJYP-660819663","20:00:00","18","2023-11-17T10:29:53.370+05:30","ca.2633445","BAG",false,"Source","Not Stagged","2023-11-17T10:29:51.368+05:30","True",false
"2023-11-17T10:31:25.795+05:30","MotherHub_YKB","Motherhub_PLS","GogamukhHub_GOM","EGAUGOM-1535554","21:00:00","42","2023-11-17T10:29:52.445+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:29:50.443+05:30","True",false
"2023-11-17T10:31:20.859+05:30","MotherHub_YKB","MotherHub_JKD","MadhupurHub_MDP","EIXRMUP-660763588","17:00:00","22","2023-11-17T08:37:13.690+05:30","ca.2457276","BAG",true,"Source","Stagged","2023-11-17T10:31:17.730+05:30","False",true
"2023-11-17T10:31:20.827+05:30","MotherHub_YKB","MotherHub_SIL","SiliguriHub_IXB","ECCUIXB-660923122","00:00:00","17","2023-11-17T05:00:46.618+05:30","ca.2776243","BAG",true,"Source","Stagged","2023-11-17T10:31:20.733+05:30","False",true
"2023-11-17T10:31:15.915+05:30","MotherHub_YKB","Motherhub_GUW","LoadshareKabuganjODH_IXS","EIXSKBG-1480597","00:00:00","13","2023-11-17T10:29:46.108+05:30","ca.2170654","BAG",false,"Source","Not Stagged","2023-11-17T10:29:44.106+05:30","True",false
"2023-11-17T10:31:15.914+05:30","MotherHub_YKB","MotherHub_JKD","MadhupurHub_MDP","EIXRMUP-660763589","17:00:00","22","2023-11-17T10:29:48.058+05:30","ca.2457276","BAG",false,"Source","Not Stagged","2023-11-17T10:29:46.056+05:30","True",false
"2023-11-17T10:31:11.003+05:30","MotherHub_YKB","MotherHub_JJH","MotherHub_JJH","EGURJJH-2799377-1558","09:00:00","37","2023-11-17T08:58:15.631+05:30","ca.2457276","BAG",true,"Source","Not Stagged","2023-11-17T10:31:09.648+05:30","False",false
"2023-11-17T10:31:10.989+05:30","MotherHub_YKB","MotherHub_JKD","MotherHub_JKD","EIXRJKD-2661985-1340","17:00:00","22","2023-11-17T08:41:59.602+05:30","ca.2457276","BAG",true,"Source","Stagged","2023-11-17T10:31:06.842+05:30","False",true
"2023-11-17T10:31:05.772+05:30","MotherHub_YKB","Motherhub_ULB","kolkata uluberia bts","Eulub_bt-851690","16:00:00","25","2023-11-17T10:29:42.877+05:30","ca.2623780","BAG",false,"C_Dock","Stagged","2023-11-17T10:29:40.876+05:30","True",true
