,bag_facility_source_name,bag_facility_current_name,bag_facility_destination_name,bag_type_ph,tracking_id_ekart,bag_id,bag_status,fact_updated_at,_source,bag_xdock,fact_updated_at_1
702,Motibaghhub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2011227492,PH-ZO-DELYKB-30450089,OPENED,2023-11-16T13:02:26.000+05:30,BAG,False,2023-11-16T13:02:26.000+05:30
703,BudhViharHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241527168,PH-ZO-DELYKB-30454519,OPENED,2023-11-16T13:08:18.000+05:30,BAG,False,2023-11-16T13:08:18.000+05:30
705,GandhinagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2012553033,PH-ZO-DELYKB-30408216,OPENED,2023-11-17T11:03:06.000+05:30,BAG,False,2023-11-17T11:03:06.000+05:30
707,Pitampurahub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241091401,PH-ZO-DELYKB-28323841,OPENED,2023-11-16T10:22:43.000+05:30,BAG,False,2023-11-16T10:22:43.000+05:30
709,KarolbaghHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241584562,PH-ZO-DELYKB-30446395,OPENED,2023-11-16T04:16:21.000+05:30,BAG,False,2023-11-16T04:16:21.000+05:30
714,RajnagarMP_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243214020,PH-ZO-DELYKB-30497102,OPENED,2023-11-17T14:35:18.000+05:30,BAG,False,2023-11-17T14:35:18.000+05:30
715,Jhilmil_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241563679,PH-ZO-DELYKB-30448067,OPENED,2023-11-16T13:24:58.000+05:30,BAG,False,2023-11-16T13:24:58.000+05:30
719,GandhinagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243581235,PH-ZO-DELYKB-30490127,OPENED,2023-11-17T12:16:45.000+05:30,BAG,False,2023-11-17T12:16:45.000+05:30
728,WelcomeHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242247470,PH-ZO-DELYKB-30423079,OPENED,2023-11-16T14:57:17.000+05:30,BAG,False,2023-11-16T14:57:17.000+05:30
729,GandhinagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243520449,PH-ZO-DELYKB-30461785,OPENED,2023-11-17T07:35:41.000+05:30,BAG,False,2023-11-17T07:35:41.000+05:30
730,NajafgarhHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243890759,PH-ZO-DELYKB-30497059,OPENED,2023-11-17T00:25:23.000+05:30,BAG,False,2023-11-17T00:25:23.000+05:30
731,Britania_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3226006194,PH-ZO-DELYKB-30277439,OPENED,2023-11-17T11:08:53.000+05:30,SORTATION,False,2023-11-17T11:08:53.000+05:30
734,Phase3NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243449837,PH-ZO-DELYKB-30478097,OPENED,2023-11-17T12:44:56.000+05:30,BAG,False,2023-11-17T12:44:56.000+05:30
736,GandhinagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243820238,PH-ZO-DELYKB-30500168,REACHED,2023-11-17T05:56:50.000+05:30,BAG,False,2023-11-17T05:56:50.000+05:30
737,UttamNagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3244286115,PH-ZO-DELYKB-30296238,OPENED,2023-11-17T07:32:48.000+05:30,BAG,False,2023-11-17T07:32:48.000+05:30
739,ShahdaraHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243564610,PH-ZO-DELYKB-30243655,OPENED,2023-11-17T10:09:36.000+05:30,BAG,False,2023-11-17T10:09:36.000+05:30
740,NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243742006,PH-ZO-DELYKB-30465254,OPENED,2023-11-17T12:23:21.000+05:30,BAG,False,2023-11-17T12:23:21.000+05:30
742,RajnagarMP_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3244353526,PH-ZO-DELYKB-30498254,OPENED,2023-11-17T15:35:43.000+05:30,BAG,False,2023-11-17T15:35:43.000+05:30
745,Jhilmil_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243528824,PH-ZO-DELYKB-30494978,OPENED,2023-11-17T15:50:31.000+05:30,BAG,False,2023-11-17T15:50:31.000+05:30
746,Britania_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3235850618,PH-ZO-DELYKB-30413433,OPENED,2023-11-16T14:13:22.000+05:30,BAG,False,2023-11-16T14:13:22.000+05:30
748,JasolaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2010951860,PH-ZO-DELYKB-30180617,OPENED,2023-11-16T14:59:34.000+05:30,BAG,False,2023-11-16T14:59:34.000+05:30
749,PrahladPur_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242554598,PH-ZO-DELYKB-30435440,OPENED,2023-11-17T15:34:36.000+05:30,BAG,False,2023-11-17T15:34:36.000+05:30
751,Jhilmil_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2009654884,PH-ZO-DELYKB-30497820,OPENED,2023-11-17T12:54:13.000+05:30,BAG,False,2023-11-17T12:54:13.000+05:30
754,Jhilmil_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240607386,PH-ZO-DELYKB-30448086,OPENED,2023-11-16T13:10:02.000+05:30,BAG,False,2023-11-16T13:10:02.000+05:30
755,ShalimarGardenHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2012154220,PH-ZO-DELYKB-29523190,OPENED,2023-11-17T16:00:26.000+05:30,BAG,False,2023-11-17T16:00:26.000+05:30
757,NajafgarhHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243006007,PH-ZO-DELYKB-30498434,OPENED,2023-11-17T09:08:34.000+05:30,BAG,False,2023-11-17T09:08:34.000+05:30
766,VasundharaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243357363,PH-ZO-DELYKB-30481904,OPENED,2023-11-17T16:07:28.000+05:30,BAG,False,2023-11-17T16:07:28.000+05:30
771,Britania_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3226006188,PH-ZO-DELYKB-30277439,OPENED,2023-11-17T11:07:49.000+05:30,SORTATION,False,2023-11-17T11:07:49.000+05:30
777,Motibaghhub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242309812,PH-ZO-DELYKB-30487659,OPENED,2023-11-17T08:37:57.000+05:30,BAG,False,2023-11-17T08:37:57.000+05:30
779,RajnagarMP_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241194606,PH-ZO-DELYKB-30460859,OPENED,2023-11-16T03:36:57.000+05:30,BAG,False,2023-11-16T03:36:57.000+05:30
780,Phase3NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241978045,PH-ZO-DELYKB-30478097,OPENED,2023-11-17T12:44:56.000+05:30,BAG,False,2023-11-17T12:44:56.000+05:30
784,KanjhawalaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2012687339,PH-ZO-DELYKB-30485330,OPENED,2023-11-17T13:34:22.000+05:30,BAG,False,2023-11-17T13:34:22.000+05:30
792,SahibabadHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3238002474,PH-ZO-DELYKB-30346454,OPENED,2023-11-16T09:12:57.000+05:30,BAG,False,2023-11-16T09:12:57.000+05:30
793,Rohinihub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2011350417,PH-ZO-DELYKB-30483992,OPENED,2023-11-17T16:20:33.000+05:30,BAG,False,2023-11-17T16:20:33.000+05:30
794,NehruPlaceHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240197837,PH-ZO-DELYKB-30457644,OPENED,2023-11-16T14:23:50.000+05:30,BAG,False,2023-11-16T14:23:50.000+05:30
797,JasolaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2012549116,PH-ZO-DELYKB-30500742,OPENED,2023-11-17T07:42:03.000+05:30,BAG,False,2023-11-17T07:42:03.000+05:30
799,PaharganjHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243570075,PH-ZO-DELYKB-30392911,OPENED,2023-11-17T16:13:40.000+05:30,BAG,False,2023-11-17T16:13:40.000+05:30
800,GandhinagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3237353467,PH-ZO-DELYKB-30402813,OPENED,2023-11-15T13:20:14.000+05:30,BAG,False,2023-11-15T13:20:14.000+05:30
803,JasolaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241463269,PH-ZO-DELYKB-30464544,OPENED,2023-11-16T13:50:13.000+05:30,BAG,False,2023-11-16T13:50:13.000+05:30
806,BawanaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243032947,PH-ZO-DELYKB-30480313,OPENED,2023-11-17T05:13:28.000+05:30,BAG,False,2023-11-17T05:13:28.000+05:30
811,NehruPlaceHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241464600,PH-ZO-DELYKB-30459055,OPENED,2023-11-16T07:35:10.000+05:30,BAG,False,2023-11-16T07:35:10.000+05:30
818,UttamNagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3238316148,PH-ZO-DELYKB-30425927,OPENED,2023-11-16T12:54:34.000+05:30,BAG,False,2023-11-16T12:54:34.000+05:30
822,UttamNagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2011791372,PH-ZO-DELYKB-30489005,OPENED,2023-11-17T12:57:37.000+05:30,BAG,False,2023-11-17T12:57:37.000+05:30
824,BurariHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243954605,PH-ZO-DELYKB-30487139,OPENED,2023-11-17T16:05:07.000+05:30,BAG,False,2023-11-17T16:05:07.000+05:30
830,PaharganjHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243967929,PH-ZO-DELYKB-30486931,OPENED,2023-11-17T07:38:26.000+05:30,BAG,False,2023-11-17T07:38:26.000+05:30
831,KarolbaghHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2007077680,PH-ZO-DELYKB-30484901,OPENED,2023-11-17T14:50:08.000+05:30,BAG,False,2023-11-17T14:50:08.000+05:30
832,WelcomeHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241763491,PH-ZO-DELYKB-30320210,OPENED,2023-11-16T09:29:20.000+05:30,BAG,False,2023-11-16T09:29:20.000+05:30
836,PrahladPur_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3239013079,PH-ZO-DELYKB-30349344,OPENED,2023-11-16T08:29:41.000+05:30,BAG,False,2023-11-16T08:29:41.000+05:30
838,DasnaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3239083227,PH-ZO-DELYKB-30458218,OPENED,2023-11-16T08:57:13.000+05:30,BAG,False,2023-11-16T08:57:13.000+05:30
844,Rohinihub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2011512958,PH-ZO-DELYKB-30434220,OPENED,2023-11-16T09:34:26.000+05:30,BAG,False,2023-11-16T09:34:26.000+05:30
845,NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3244306475,PH-ZO-DELYKB-30493408,OPENED,2023-11-17T13:25:23.000+05:30,BAG,False,2023-11-17T13:25:23.000+05:30
846,PrahladPur_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243408188,PH-ZO-DELYKB-30476864,OPENED,2023-11-17T19:48:24.000+05:30,BAG,False,2023-11-17T19:48:24.000+05:30
848,Britania_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3225998189,PH-ZO-DELYKB-30277439,OPENED,2023-11-17T11:07:08.000+05:30,SORTATION,False,2023-11-17T11:07:08.000+05:30
853,ShalimarGardenHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243915485,PH-ZO-DELYKB-30464031,OPENED,2023-11-17T15:00:36.000+05:30,BAG,False,2023-11-17T15:00:36.000+05:30
854,Britania_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3226003185,PH-ZO-DELYKB-30277439,OPENED,2023-11-17T11:07:15.000+05:30,SORTATION,False,2023-11-17T11:07:15.000+05:30
855,NajafgarhHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2012809658,PH-ZO-DELYKB-30496259,OPENED,2023-11-17T14:31:58.000+05:30,BAG,False,2023-11-17T14:31:58.000+05:30
857,Britania_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3225998185,PH-ZO-DELYKB-30277439,OPENED,2023-11-17T11:07:24.000+05:30,SORTATION,False,2023-11-17T11:07:24.000+05:30
860,NajafgarhHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3244351538,PH-ZO-DELYKB-30499729,OPENED,2023-11-17T10:30:16.000+05:30,BAG,False,2023-11-17T10:30:16.000+05:30
863,Phase3NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242606720,PH-ZO-DELYKB-30478097,OPENED,2023-11-17T12:44:56.000+05:30,BAG,False,2023-11-17T12:44:56.000+05:30
864,Ramaroadhub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240839180,PH-ZO-DELYKB-30468309,OPENED,2023-11-16T12:29:27.000+05:30,BAG,False,2023-11-16T12:29:27.000+05:30
866,MundkaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242433452,PH-ZO-DELYKB-30479433,OPENED,2023-11-17T05:13:39.000+05:30,BAG,False,2023-11-17T05:13:39.000+05:30
870,Britania_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240266663,PH-ZO-DELYKB-30380347,OPENED,2023-11-16T14:46:42.000+05:30,BAG,False,2023-11-16T14:46:42.000+05:30
875,YamunaViharHub_DEL_PL,Motherhub_ABD_EXT_VMH,MotherHub_YKB,ZO,FMPC3244512905,PH-ZO-DELYKB-30494878,REACHED,2023-11-17T15:31:10.000+05:30,BAG,True,2023-11-17T15:31:10.000+05:30
880,Phase3NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3231407214,PH-ZO-DELYKB-30319003,OPENED,2023-11-17T10:25:31.000+05:30,BAG,False,2023-11-17T10:25:31.000+05:30
881,PrahladPur_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2013331899,PH-ZO-DELYKB-30404591,OPENED,2023-11-17T07:52:04.000+05:30,BAG,False,2023-11-17T07:52:04.000+05:30
885,UttamNagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2012829877,PH-ZO-DELYKB-30511214,OPENED,2023-11-17T10:28:05.000+05:30,BAG,False,2023-11-17T10:28:05.000+05:30
887,Britania_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241698941,PH-ZO-DELYKB-30413846,OPENED,2023-11-16T14:55:51.000+05:30,BAG,False,2023-11-16T14:55:51.000+05:30
888,KarolbaghHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240405294,PH-ZO-DELYKB-30186203,OPENED,2023-11-16T14:54:35.000+05:30,BAG,False,2023-11-16T14:54:35.000+05:30
889,Ramaroadhub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241500736,PH-ZO-DELYKB-29806116,OPENED,2023-11-17T14:25:29.000+05:30,BAG,False,2023-11-17T14:25:29.000+05:30
890,GandhinagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3239053004,PH-ZO-DELYKB-30492086,OPENED,2023-11-17T09:40:29.000+05:30,BAG,False,2023-11-17T09:40:29.000+05:30
892,YamunaViharHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,NMBC1000270467,PH-ZO-DELYKB-30424074,OPENED,2023-11-15T10:46:12.000+05:30,BAG,False,2023-11-15T10:46:12.000+05:30
894,NajafgarhHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2012501803,PH-ZO-DELYKB-30498476,OPENED,2023-11-17T09:12:37.000+05:30,BAG,False,2023-11-17T09:12:37.000+05:30
898,Jhilmil_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3238527559,PH-ZO-DELYKB-30447804,OPENED,2023-11-16T09:42:59.000+05:30,BAG,False,2023-11-16T09:42:59.000+05:30
903,SangamviharHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240622028,PH-ZO-DELYKB-30403350,OPENED,2023-11-16T13:13:08.000+05:30,BAG,False,2023-11-16T13:13:08.000+05:30
906,RanibaghHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2012208306,PH-ZO-DELYKB-30483507,OPENED,2023-11-17T12:18:23.000+05:30,BAG,False,2023-11-17T12:18:23.000+05:30
909,ModelTownHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3234151118,PH-ZO-DELYKB-30407472,OPENED,2023-11-16T13:10:42.000+05:30,BAG,False,2023-11-16T13:10:42.000+05:30
916,Phase3NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2011685200,PH-ZO-DELYKB-30478097,OPENED,2023-11-17T12:44:56.000+05:30,BAG,False,2023-11-17T12:44:56.000+05:30
917,UttamNagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242389996,PH-ZO-DELYKB-30296236,OPENED,2023-11-17T16:10:27.000+05:30,BAG,False,2023-11-17T16:10:27.000+05:30
919,PrahladPur_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242687324,PH-ZO-DELYKB-30458102,OPENED,2023-11-17T15:31:55.000+05:30,BAG,False,2023-11-17T15:31:55.000+05:30
920,Britania_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3226003180,PH-ZO-DELYKB-30277439,OPENED,2023-11-17T11:08:03.000+05:30,SORTATION,False,2023-11-17T11:08:03.000+05:30
927,BilaspurHub_DRH_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2006948599,PH-ZO-DELYKB-30229594,OPENED,2023-11-16T14:18:54.000+05:30,BAG,False,2023-11-16T14:18:54.000+05:30
931,Chhatarpur_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2012575614,PH-ZO-DELYKB-30486112,OPENED,2023-11-17T16:20:43.000+05:30,BAG,False,2023-11-17T16:20:43.000+05:30
933,GurgaonHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243226022,PH-ZO-DELYKB-30434914,OPENED,2023-11-17T13:43:33.000+05:30,BAG,False,2023-11-17T13:43:33.000+05:30
942,NajafgarhHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240411881,PH-ZO-DELYKB-30459521,OPENED,2023-11-16T14:25:26.000+05:30,BAG,False,2023-11-16T14:25:26.000+05:30
943,BadshahpurHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2006307614,PH-ZO-DELYKB-30170441,OPENED,2023-11-16T07:07:34.000+05:30,BAG,False,2023-11-16T07:07:34.000+05:30
944,IPextension_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241211164,PH-ZO-DELYKB-30437996,OPENED,2023-11-16T10:37:34.000+05:30,BAG,False,2023-11-16T10:37:34.000+05:30
947,UttamNagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242488059,PH-ZO-DELYKB-30456550,OPENED,2023-11-17T14:58:59.000+05:30,BAG,False,2023-11-17T14:58:59.000+05:30
948,NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2012862299,PH-ZO-DELYKB-30465254,OPENED,2023-11-17T12:23:21.000+05:30,BAG,False,2023-11-17T12:23:21.000+05:30
949,FaridabadHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240804614,PH-ZO-DELYKB-30468681,OPENED,2023-11-16T03:38:53.000+05:30,BAG,False,2023-11-16T03:38:53.000+05:30
950,YamunaViharHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2010398908,PH-ZO-DELYKB-30504919,OPENED,2023-11-17T16:19:23.000+05:30,BAG,False,2023-11-17T16:19:23.000+05:30
963,PaharganjHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2013258015,PH-ZO-DELYKB-28447370,OPENED,2023-11-17T13:28:04.000+05:30,BAG,False,2023-11-17T13:28:04.000+05:30
964,Pitampurahub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241450263,PH-ZO-DELYKB-30432920,OPENED,2023-11-16T14:59:52.000+05:30,BAG,False,2023-11-16T14:59:52.000+05:30
966,Rohinihub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3239916250,PH-ZO-DELYKB-30416363,OPENED,2023-11-16T13:25:35.000+05:30,BAG,False,2023-11-16T13:25:35.000+05:30
969,NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243138247,PH-ZO-DELYKB-30491409,OPENED,2023-11-17T16:00:42.000+05:30,BAG,False,2023-11-17T16:00:42.000+05:30
975,Chhatarpur_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2013264052,PH-ZO-DELYKB-30480494,OPENED,2023-11-17T16:15:51.000+05:30,BAG,False,2023-11-17T16:15:51.000+05:30
978,MundkaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2010728708,PH-ZO-DELYKB-30461512,OPENED,2023-11-16T13:35:41.000+05:30,BAG,False,2023-11-16T13:35:41.000+05:30
980,PaharganjHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240207738,PH-ZO-DELYKB-30392567,OPENED,2023-11-16T07:42:46.000+05:30,BAG,False,2023-11-16T07:42:46.000+05:30
986,MundkaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240707386,PH-ZO-DELYKB-30445426,OPENED,2023-11-16T15:04:11.000+05:30,BAG,False,2023-11-16T15:04:11.000+05:30
988,GandhinagarHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3239017521,PH-ZO-DELYKB-30492101,OPENED,2023-11-17T09:49:57.000+05:30,BAG,False,2023-11-17T09:49:57.000+05:30
991,BadshahpurHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3244424912,PH-ZO-DELYKB-30249063,OPENED,2023-11-17T14:26:54.000+05:30,BAG,False,2023-11-17T14:26:54.000+05:30
993,VasundharaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3244190009,PH-ZO-DELYKB-30284465,OPENED,2023-11-17T10:51:57.000+05:30,BAG,False,2023-11-17T10:51:57.000+05:30
995,Rohinihub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2011376103,PH-ZO-DELYKB-30459741,OPENED,2023-11-16T16:01:34.000+05:30,BAG,False,2023-11-16T16:01:34.000+05:30
998,Motibaghhub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3239121126,PH-ZO-DELYKB-30283073,OPENED,2023-11-15T15:00:59.000+05:30,BAG,False,2023-11-15T15:00:59.000+05:30
999,Chhatarpur_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2013281567,PH-ZO-DELYKB-30510442,REACHED,2023-11-17T11:06:28.000+05:30,BAG,False,2023-11-17T11:06:28.000+05:30
1003,Chhatarpur_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2012246461,PH-ZO-DELYKB-30459457,OPENED,2023-11-17T16:10:43.000+05:30,BAG,False,2023-11-17T16:10:43.000+05:30
1004,PrahladPur_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2010223881,PH-ZO-DELYKB-30404681,OPENED,2023-11-16T10:25:53.000+05:30,BAG,False,2023-11-16T10:25:53.000+05:30
1005,YamunaViharHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3244493574,PH-ZO-DELYKB-30504919,OPENED,2023-11-17T16:19:23.000+05:30,BAG,False,2023-11-17T16:19:23.000+05:30
1008,ModelTownHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3242741490,PH-ZO-DELYKB-30477762,OPENED,2023-11-17T16:00:49.000+05:30,BAG,False,2023-11-17T16:00:49.000+05:30
1009,RajnagarMP_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2011181037,PH-ZO-DELYKB-30460867,OPENED,2023-11-16T03:15:42.000+05:30,BAG,False,2023-11-16T03:15:42.000+05:30
1014,KanjhawalaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3244230044,PH-ZO-DELYKB-30250577,OPENED,2023-11-17T16:04:57.000+05:30,BAG,False,2023-11-17T16:04:57.000+05:30
1015,BawanaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243761527,PH-ZO-DELYKB-30489006,OPENED,2023-11-17T15:31:18.000+05:30,BAG,False,2023-11-17T15:31:18.000+05:30
1017,NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243324766,PH-ZO-DELYKB-30493408,OPENED,2023-11-17T13:25:23.000+05:30,BAG,False,2023-11-17T13:25:23.000+05:30
1023,MangolpuriHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243626208,PH-ZO-DELYKB-30493518,OPENED,2023-11-17T13:21:29.000+05:30,BAG,False,2023-11-17T13:21:29.000+05:30
1024,Chhatarpur_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3243824624,PH-ZO-DELYKB-30483098,OPENED,2023-11-17T08:26:08.000+05:30,BAG,False,2023-11-17T08:26:08.000+05:30
1027,PaharganjHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241311743,PH-ZO-DELYKB-30423934,OPENED,2023-11-17T15:54:01.000+05:30,BAG,False,2023-11-17T15:54:01.000+05:30
1029,AshokviharHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240391473,PH-ZO-DELYKB-30370726,OPENED,2023-11-16T14:09:10.000+05:30,BAG,False,2023-11-16T14:09:10.000+05:30
1030,Rohinihub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPP2001898164,PH-ZO-DELYKB-30294291,OPENED,2023-11-17T11:07:30.000+05:30,SORTATION,False,2023-11-17T11:07:30.000+05:30
1031,Phase3NoidaHub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3240497408,PH-ZO-DELYKB-30423080,OPENED,2023-11-16T07:58:02.000+05:30,BAG,False,2023-11-16T07:58:02.000+05:30
1036,Motibaghhub_DEL_PL,MotherHub_YKB,MotherHub_YKB,ZO,FMPC3241730715,PH-ZO-DELYKB-30415469,OPENED,2023-11-16T15:51:20.000+05:30,BAG,False,2023-11-16T15:51:20.000+05:30
